species	sample_1	sample_2	number_of_changes	opportunities	change_rate	mouse_1	mouse_2	cage_1	cage_2	location_1	location_2	orientation	coarse_location_1	coarse_location_2	taxonomic_assignment
263040	Col_1_3	Col_3_1	0	129626.0	0.0	3	1	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_3	Col_3_2	0	129645.0	0.0	3	2	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_3	Col_3_3	0	129508.0	0.0	3	3	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_3	Duo_3_2	0	129518.0	0.0	3	2	1	3	Colon	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_3	Ile_1_1	0	129546.0	0.0	3	1	1	1	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_3	Ile_2_1	0	129575.0	0.0	3	1	1	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_3	Ile_3_1	0	129632.0	0.0	3	1	1	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_3	Ile_3_2	0	129582.0	0.0	3	2	1	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_3	Jej_1_3	0	129494.0	0.0	3	3	1	1	Colon	Jejunum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_3	Jej_2_1	0	129490.0	0.0	3	1	1	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Duo_3_2	0	129615.0	0.0	2	2	2	3	Colon	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Ile_1_1	0	129706.0	0.0	2	1	2	1	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Ile_2_1	0	129668.0	0.0	2	1	2	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Col_3_2	0	129811.0	0.0	1	2	3	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_3_1	Duo_3_2	0	129670.0	0.0	1	2	3	3	Colon	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Ile_1_1	0	129849.0	0.0	1	1	3	1	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Ile_2_1	0	129710.0	0.0	1	1	3	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Ile_3_1	0	129866.0	0.0	1	1	3	3	Colon	Ileum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Ile_3_2	0	129613.0	0.0	1	2	3	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Jej_1_3	0	129760.0	0.0	1	3	3	1	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Jej_2_1	0	129638.0	0.0	1	1	3	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Jej_3_1	0	129628.0	0.0	1	1	3	3	Colon	Jejunum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Jej_3_2	0	129710.0	0.0	1	2	3	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Col_3_3	0	129666.0	0.0	2	3	3	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_3_2	Duo_3_2	0	129651.0	0.0	2	2	3	3	Colon	Duodenum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Ile_1_1	0	129759.0	0.0	2	1	3	1	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Ile_2_1	0	129695.0	0.0	2	1	3	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Ile_3_1	0	129812.0	0.0	2	1	3	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Ile_3_2	0	129636.0	0.0	2	2	3	3	Colon	Ileum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_1	Col_3_3	0	129742.0	0.0	1	3	3	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_2_3	Jej_3_2	0	129703.0	0.0	3	2	2	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Ile_3_1	0	129749.0	0.0	2	1	2	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Jej_3_1	0	129470.0	0.0	3	1	2	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Ile_3_2	0	129593.0	0.0	2	2	2	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Jej_1_3	0	129656.0	0.0	2	3	2	1	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Jej_2_1	0	129596.0	0.0	2	1	2	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Jej_3_1	0	129502.0	0.0	2	1	2	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_2	Jej_3_2	0	129649.0	0.0	2	2	2	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Col_3_1	0	129747.0	0.0	3	1	2	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_2_3	Col_3_2	0	129743.0	0.0	3	2	2	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_2_3	Col_3_3	0	129625.0	0.0	3	3	2	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_2_3	Duo_3_2	0	129602.0	0.0	3	2	2	3	Colon	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Ile_1_1	0	129658.0	0.0	3	1	2	1	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Ile_2_1	0	129630.0	0.0	3	1	2	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Ile_3_1	0	129746.0	0.0	3	1	2	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Ile_3_2	0	129599.0	0.0	3	2	2	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Jej_1_3	0	129595.0	0.0	3	3	2	1	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_2_3	Jej_2_1	0	129535.0	0.0	3	1	2	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_2	Jej_2_1	0	129464.0	0.0	2	1	1	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_2	Ile_3_2	0	129576.0	0.0	2	2	1	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Col_3_2	0	129560.0	0.0	1	2	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Jej_3_1	0	129683.0	0.0	2	1	3	3	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Duo_3_2	0	129784.0	0.0	2	2	3	3	Cecum	Duodenum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Ile_1_1	0	129876.0	0.0	2	1	3	1	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Ile_2_1	0	129744.0	0.0	2	1	3	2	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Ile_3_1	0	129946.0	0.0	2	1	3	3	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Ile_3_2	0	129641.0	0.0	2	2	3	3	Cecum	Ileum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Jej_1_3	0	129836.0	0.0	2	3	3	1	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Jej_2_1	0	129725.0	0.0	2	1	3	2	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Jej_3_2	0	129730.0	0.0	2	2	3	3	Cecum	Jejunum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_2	Ile_3_1	0	129625.0	0.0	2	1	1	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Col_1_1	0	129947.0	0.0	3	1	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_1_2	0	129499.0	0.0	3	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_1_3	0	129524.0	0.0	3	3	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_2_1	0	129668.0	0.0	3	1	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_2_2	0	129632.0	0.0	3	2	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_2_3	0	129615.0	0.0	3	3	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_3_1	0	129755.0	0.0	3	1	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_3_3	0	129824.0	0.0	2	3	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_3_2	0	129813.0	0.0	2	2	3	3	Cecum	Colon	Within host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_3_1	0	129850.0	0.0	2	1	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_2_3	0	129789.0	0.0	2	3	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_1	Duo_3_2	0	129534.0	0.0	1	2	3	3	Cecum	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Ile_1_1	0	129631.0	0.0	1	1	3	1	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Ile_2_1	0	129571.0	0.0	1	1	3	2	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Ile_3_1	0	129713.0	0.0	1	1	3	3	Cecum	Ileum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Ile_3_2	0	129472.0	0.0	1	2	3	3	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Jej_1_3	0	129574.0	0.0	1	3	3	1	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Jej_2_1	0	129516.0	0.0	1	1	3	2	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Jej_3_1	0	129440.0	0.0	1	1	3	3	Cecum	Jejunum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_1	Jej_3_2	0	129545.0	0.0	1	2	3	3	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_2	Cec_3_3	0	129833.0	0.0	2	3	3	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_1_1	0	129950.0	0.0	2	1	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_1_2	0	129679.0	0.0	2	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_1_3	0	129656.0	0.0	2	3	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_2_1	0	129824.0	0.0	2	1	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_2	Col_2_2	0	129732.0	0.0	2	2	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_3_2	0	129674.0	0.0	3	2	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Col_3_3	0	129769.0	0.0	3	3	3	3	Cecum	Colon	Within host	Large intestine	Large intestine	g__CAG-873
263040	Cec_3_3	Duo_3_2	0	129720.0	0.0	3	2	3	3	Cecum	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Ile_2_1	0	129793.0	0.0	1	1	1	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Ile_3_2	0	129585.0	0.0	1	2	1	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Jej_1_3	0	130002.0	0.0	1	3	1	1	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Jej_2_1	0	129856.0	0.0	1	1	1	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Jej_3_1	0	129797.0	0.0	1	1	1	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Jej_3_2	0	129701.0	0.0	1	2	1	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_2	Col_1_3	0	129612.0	0.0	2	3	1	1	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Col_2_1	0	129664.0	0.0	2	1	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Col_2_2	0	129598.0	0.0	2	2	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Col_2_3	0	129651.0	0.0	2	3	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Col_3_1	0	129642.0	0.0	2	1	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Col_3_2	0	129652.0	0.0	2	2	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Col_3_3	0	129525.0	0.0	2	3	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_2	Duo_3_2	0	129531.0	0.0	2	2	1	3	Colon	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_2	Ile_1_1	0	129551.0	0.0	2	1	1	1	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_2	Ile_2_1	0	129589.0	0.0	2	1	1	2	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Ile_3_1	0	130063.0	0.0	1	1	1	3	Colon	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Ile_1_1	0	130043.0	0.0	1	1	1	1	Colon	Ileum	Within host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Ile_1_1	0	129907.0	0.0	3	1	3	1	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Duo_3_2	0	129831.0	0.0	1	2	1	3	Colon	Duodenum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Ile_2_1	0	129662.0	0.0	3	1	3	2	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Ile_3_1	0	129981.0	0.0	3	1	3	3	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Ile_3_2	0	129514.0	0.0	3	2	3	3	Cecum	Ileum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Jej_1_3	0	129905.0	0.0	3	3	3	1	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Jej_2_1	0	129795.0	0.0	3	1	3	2	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Jej_3_1	0	129752.0	0.0	3	1	3	3	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Cec_3_3	Jej_3_2	0	129615.0	0.0	3	2	3	3	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_1_1	Col_1_2	0	129628.0	0.0	1	2	1	1	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_1_3	0	129607.0	0.0	1	3	1	1	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_2_1	0	129788.0	0.0	1	1	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_2_2	0	129763.0	0.0	1	2	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_2_3	0	129723.0	0.0	1	3	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_3_1	0	129871.0	0.0	1	1	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_3_2	0	129803.0	0.0	1	2	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_1_1	Col_3_3	0	129873.0	0.0	1	3	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-873
263040	Col_3_2	Jej_1_3	0	129688.0	0.0	2	3	3	1	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Jej_2_1	0	129606.0	0.0	2	1	3	2	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
263040	Col_3_2	Jej_3_1	0	129567.0	0.0	2	1	3	3	Colon	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
264624	Cec_2_3	Col_2_3	0	23755.0	0.0	3	3	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Cec_3_1	0	23580.0	0.0	3	1	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Cec_3_2	0	23739.0	0.0	3	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Col_1_1	0	23788.0	0.0	3	1	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Col_1_2	0	23685.0	0.0	3	2	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Col_1_3	0	23702.0	0.0	3	3	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Col_2_1	0	23777.0	0.0	3	1	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Col_2_2	0	23788.0	0.0	3	2	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_3	Col_3_1	0	23699.0	0.0	3	1	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
263040	Col_3_2	Jej_3_2	0	129696.0	0.0	2	2	3	3	Colon	Jejunum	Within host	Large intestine	Small intestine	g__CAG-873
264624	Cec_2_3	Col_3_2	0	23787.0	0.0	3	2	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Cec_3_2	0	23559.0	0.0	1	2	3	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_1_1	0	23624.0	0.0	1	1	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_1_2	0	23554.0	0.0	1	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_1_3	0	23529.0	0.0	1	3	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_2_1	0	23621.0	0.0	1	1	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_2_2	0	23597.0	0.0	1	2	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_3_2	0	23655.0	0.0	1	2	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_3_1	0	23652.0	0.0	1	1	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_2_3	0	23693.0	0.0	1	3	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_2_2	0	23682.0	0.0	1	2	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_1_1	0	23673.0	0.0	3	1	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_1_2	0	23642.0	0.0	3	2	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_1_3	0	23587.0	0.0	3	3	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_2_1	0	23653.0	0.0	3	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_2_2	0	23670.0	0.0	3	2	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_2_3	0	23698.0	0.0	3	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_3_1	0	23655.0	0.0	3	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_1_3	Col_3_2	0	23671.0	0.0	3	2	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Cec_2_3	0	23658.0	0.0	1	3	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Cec_3_1	0	23488.0	0.0	1	1	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Cec_3_2	0	23680.0	0.0	1	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_1_1	0	23695.0	0.0	1	1	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_1_2	0	23660.0	0.0	1	2	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_1_3	0	23644.0	0.0	1	3	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_2_1	Col_2_1	0	23659.0	0.0	1	1	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_2_3	0	23551.0	0.0	1	3	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_3_1	0	23575.0	0.0	1	1	3	3	Cecum	Colon	Within host	Large intestine	Large intestine	g__CAG-582
264624	Cec_3_1	Col_3_2	0	23610.0	0.0	1	2	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Col_1_2	Col_2_3	0	23738.0	0.0	2	3	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-582
264624	Col_1_2	Col_3_2	0	23761.0	0.0	2	2	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__CAG-582
