species	sample_1	sample_2	number_of_changes	opportunities	change_rate	mouse_1	mouse_2	cage_1	cage_2	location_1	location_2	orientation	coarse_location_1	coarse_location_2	taxonomic_assignment
251524	Cec_1_3	Col_3_2	0	67227.0	0.0	3	2	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Col_3_3	0	67182.0	0.0	3	3	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Cec_2_2	0	67347.0	0.0	1	2	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Cec_2_3	0	67372.0	0.0	1	3	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Cec_3_2	0	67397.0	0.0	1	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Cec_3_3	0	67157.0	0.0	2	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Cec_3_3	0	67226.0	0.0	1	3	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_1_1	0	67403.0	0.0	1	1	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_1_2	0	67414.0	0.0	1	2	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_1_3	0	67434.0	0.0	1	3	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_2_1	0	67361.0	0.0	1	1	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_2_2	0	67400.0	0.0	1	2	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_2_3	0	67383.0	0.0	1	3	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Col_2_1	0	67304.0	0.0	3	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Col_1_3	0	67314.0	0.0	3	3	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Col_1_2	0	67310.0	0.0	3	2	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Col_1_1	0	67293.0	0.0	3	1	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_1_1	0	67320.0	0.0	2	1	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_1_2	0	67342.0	0.0	2	2	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_1_3	0	67363.0	0.0	2	3	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_2_1	0	67344.0	0.0	2	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_2_2	0	67315.0	0.0	2	2	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_2_3	0	67330.0	0.0	2	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_3_1	0	67361.0	0.0	2	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_3_2	0	67290.0	0.0	2	2	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_2	Col_3_3	0	67220.0	0.0	2	3	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Cec_2_1	0	67345.0	0.0	3	1	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Cec_2_2	0	67238.0	0.0	3	2	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Cec_2_3	0	67262.0	0.0	3	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Cec_3_1	0	67216.0	0.0	3	1	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Cec_3_2	0	67355.0	0.0	3	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_1_3	Cec_3_3	0	67114.0	0.0	3	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
231887	Cec_3_1	Col_3_1	0	31409.0	0.0	1	1	3	3	Cecum	Colon	Within host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_3_1	Col_2_3	0	31322.0	0.0	1	3	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_3_1	Col_2_2	0	31396.0	0.0	1	2	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
229722	Cec_2_1	Cec_3_2	0	20292.0	0.0	1	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_2	Cec_3_2	0	19679.0	0.0	2	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_2	Cec_3_3	0	19621.0	0.0	2	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_2	Col_1_3	0	19725.0	0.0	2	3	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_3	Cec_2_1	0	20287.0	0.0	3	1	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_3	Cec_3_2	0	20259.0	0.0	3	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_3	Cec_3_3	0	20216.0	0.0	3	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_3	Col_1_3	0	20318.0	0.0	3	3	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_2_1	Cec_3_3	0	20245.0	0.0	1	3	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
231887	Cec_3_1	Col_2_1	0	31392.0	0.0	1	1	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
229722	Cec_2_1	Col_1_3	0	20328.0	0.0	1	3	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_3_2	Cec_3_3	0	20220.0	0.0	2	3	3	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_3_2	Col_1_3	0	20308.0	0.0	2	3	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_3_3	Col_1_3	0	20270.0	0.0	3	3	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
231258	Cec_1_1	Cec_1_3	0	79166.0	0.0	1	3	1	1	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_1_1	Cec_2_3	0	79193.0	0.0	1	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_1_1	Cec_3_2	0	79065.0	0.0	1	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
229722	Cec_1_2	Cec_2_1	0	19705.0	0.0	2	1	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
229722	Cec_1_2	Cec_1_3	0	19674.0	0.0	2	3	1	1	Cecum	Cecum	Between host	Large intestine	Large intestine	g__Ruminiclostridium_E
218434	Cec_2_1	Cec_3_2	0	39348.0	0.0	1	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	COE1 sp002490665
216453	Col_1_3	Col_3_1	0	13762.0	0.0	3	1	1	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes finegoldii
214912	Cec_1_3	Cec_3_2	0	100171.0	0.0	3	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_1_3	Cec_3_3	0	99809.0	0.0	3	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_1_3	Col_1_2	0	99391.0	0.0	3	2	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_2_1	Cec_3_1	0	100065.0	0.0	1	1	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_2_1	Cec_3_2	0	100235.0	0.0	1	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_2_1	Cec_3_3	0	99889.0	0.0	1	3	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_2_1	Col_1_2	0	99425.0	0.0	1	2	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_3_1	Cec_3_2	0	100080.0	0.0	1	2	3	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_3_1	Cec_3_3	0	99729.0	0.0	1	3	3	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_3_1	Col_1_2	0	99179.0	0.0	1	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_3_2	Cec_3_3	0	99860.0	0.0	2	3	3	3	Cecum	Cecum	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_3_2	Col_1_2	0	99368.0	0.0	2	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	Dorea sp000403475
214912	Cec_3_3	Col_1_2	0	99194.0	0.0	3	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	Dorea sp000403475
216453	Col_1_1	Col_1_3	0	13872.0	0.0	1	3	1	1	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes finegoldii
216453	Col_1_1	Col_3_1	0	13753.0	0.0	1	1	1	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes finegoldii
231258	Cec_1_1	Col_1_3	0	79193.0	0.0	1	3	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_1_1	Col_2_3	0	79215.0	0.0	1	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_1_3	Cec_2_3	0	79188.0	0.0	3	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231887	Cec_2_1	Cec_2_3	0	31399.0	0.0	1	3	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_1	Col_2_1	0	31374.0	0.0	1	1	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_1	Col_2_2	0	31351.0	0.0	1	2	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_1	Col_2_3	0	31312.0	0.0	1	3	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_1	Col_3_1	0	31372.0	0.0	1	1	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_2	Cec_2_3	0	31433.0	0.0	2	3	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_2	Cec_3_1	0	31412.0	0.0	2	1	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_2	Col_2_1	0	31386.0	0.0	2	1	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_2	Col_2_2	0	31394.0	0.0	2	2	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_2	Col_2_3	0	31330.0	0.0	2	3	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_2	Col_3_1	0	31414.0	0.0	2	1	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_3	Cec_3_1	0	31417.0	0.0	3	1	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_3	Col_2_1	0	31425.0	0.0	3	1	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_3	Col_2_2	0	31434.0	0.0	3	2	2	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_3	Col_2_3	0	31336.0	0.0	3	3	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_3	Col_3_1	0	31442.0	0.0	3	1	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_1	Cec_3_1	0	31390.0	0.0	1	1	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_2_1	Cec_2_2	0	31380.0	0.0	1	2	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231258	Cec_1_3	Cec_3_2	0	79089.0	0.0	3	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231887	Cec_1_1	Col_3_1	0	31427.0	0.0	1	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231258	Cec_1_3	Col_1_3	0	79206.0	0.0	3	3	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_1_3	Col_2_3	0	79207.0	0.0	3	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_2_3	Cec_3_2	0	79024.0	0.0	3	2	2	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_2_3	Col_1_3	0	79160.0	0.0	3	3	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_2_3	Col_2_3	0	79192.0	0.0	3	3	2	2	Cecum	Colon	Within host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_3_2	Col_1_3	0	79098.0	0.0	2	3	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Cec_3_2	Col_2_3	0	79082.0	0.0	2	3	3	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231258	Col_1_3	Col_2_3	0	79122.0	0.0	3	3	1	2	Colon	Colon	Between host	Large intestine	Large intestine	g__UBA3282 (231258)
231887	Cec_1_1	Cec_2_1	0	31408.0	0.0	1	1	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_1_1	Cec_2_2	0	31434.0	0.0	1	2	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_1_1	Cec_2_3	0	31450.0	0.0	1	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_1_1	Cec_3_1	0	31433.0	0.0	1	1	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_1_1	Col_2_1	0	31417.0	0.0	1	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_1_1	Col_2_2	0	31420.0	0.0	1	2	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
231887	Cec_1_1	Col_2_3	0	31337.0	0.0	1	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	g__14-2 (231887)
251524	Cec_2_1	Col_3_1	0	67392.0	0.0	1	1	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Cec_2_1	Col_3_3	0	67261.0	0.0	1	3	2	3	Cecum	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
261649	Cec_1_3	Col_3_3	0	98909.0	0.0	3	3	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
259253	Cec_3_2	Col_3_1	0	55278.0	0.0	2	1	3	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_2	Cec_3_2	0	54635.0	0.0	2	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_2	Col_1_2	0	53825.0	0.0	2	2	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_2	Col_3_1	0	54289.0	0.0	2	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_2_1	Col_1_2	0	54513.0	0.0	1	2	2	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_3_1	Col_1_2	0	54363.0	0.0	1	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_3_1	Col_3_1	0	55116.0	0.0	1	1	3	3	Cecum	Colon	Within host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_3_2	Col_1_2	0	54529.0	0.0	2	2	3	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Col_1_2	Col_3_1	0	54131.0	0.0	2	1	1	3	Colon	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
261649	Cec_1_1	Col_1_2	0	99069.0	0.0	1	2	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_1_2	0	99262.0	0.0	1	2	1	1	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_1_3	0	99251.0	0.0	1	3	1	1	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_2_1	0	99033.0	0.0	1	1	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_2_2	0	99014.0	0.0	1	2	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_2_3	0	99331.0	0.0	1	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_3_2	0	99061.0	0.0	1	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Cec_3_3	0	99541.0	0.0	1	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
259253	Cec_1_2	Cec_3_1	0	54507.0	0.0	2	1	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_1	Col_3_1	0	55249.0	0.0	1	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_1	Col_1_2	0	54484.0	0.0	1	2	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_1	Cec_3_2	0	55875.0	0.0	1	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
251524	Col_2_1	Col_3_1	0	67343.0	0.0	1	1	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_1	Col_3_2	0	67325.0	0.0	1	2	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_1	Col_3_3	0	67233.0	0.0	1	3	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_2	Col_2_3	0	67346.0	0.0	2	3	2	2	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_2	Col_3_1	0	67336.0	0.0	2	1	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_2	Col_3_2	0	67323.0	0.0	2	2	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_2	Col_3_3	0	67250.0	0.0	2	3	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_3	Col_3_1	0	67334.0	0.0	3	1	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_3	Col_3_2	0	67335.0	0.0	3	2	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_3	Col_3_3	0	67218.0	0.0	3	3	2	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_3_1	Col_3_2	0	67326.0	0.0	1	2	3	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_3_1	Col_3_3	0	67249.0	0.0	1	3	3	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_3_2	Col_3_3	0	67215.0	0.0	2	3	3	3	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
259253	Cec_1_1	Cec_1_2	0	54652.0	0.0	1	2	1	1	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
259253	Cec_1_1	Cec_3_1	0	55581.0	0.0	1	1	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	g__UBA9475 (259253)
261649	Cec_1_1	Col_1_1	0	99072.0	0.0	1	1	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_1_3	0	99090.0	0.0	1	3	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
251524	Cec_2_2	Cec_2_3	0	67322.0	0.0	2	3	2	2	Cecum	Cecum	Between host	Large intestine	Large intestine	Alistipes sp002428825
261649	Cec_1_3	Cec_3_3	0	99632.0	0.0	3	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_3_2	0	99192.0	0.0	2	2	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_3_3	0	98920.0	0.0	2	3	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
263040	Cec_1_3	Jej_3_2	0	129618.0	0.0	3	2	1	3	Cecum	Jejunum	Between host	Large intestine	Small intestine	g__CAG-873
261649	Cec_1_3	Cec_2_2	0	99325.0	0.0	3	2	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Cec_2_3	0	99647.0	0.0	3	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Cec_3_1	0	99571.0	0.0	3	1	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Cec_3_2	0	99226.0	0.0	3	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_1_1	0	99227.0	0.0	3	1	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_2_1	0	99069.0	0.0	1	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_1_2	0	99140.0	0.0	3	2	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_1_3	0	99275.0	0.0	3	3	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_2_1	0	99139.0	0.0	3	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_2_2	0	99202.0	0.0	3	2	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_2_3	0	99775.0	0.0	3	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_3_1	0	99613.0	0.0	3	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_3	Col_3_2	0	99193.0	0.0	3	2	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_3_1	0	99600.0	0.0	2	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_2_3	0	99887.0	0.0	2	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_2_2	0	99176.0	0.0	2	2	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_2_1	0	99171.0	0.0	2	1	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_2_2	0	98970.0	0.0	1	2	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_2_3	0	99473.0	0.0	1	3	1	2	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_3_1	0	99438.0	0.0	1	1	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_3_2	0	99203.0	0.0	1	2	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_1	Col_3_3	0	98774.0	0.0	1	3	1	3	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_1_3	0	99633.0	0.0	2	3	1	1	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_2_1	0	99104.0	0.0	2	1	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_2_2	0	99348.0	0.0	2	2	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_2_3	0	99649.0	0.0	2	3	1	2	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_3_1	0	99510.0	0.0	2	1	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_3_2	0	99112.0	0.0	2	2	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Cec_3_3	0	99865.0	0.0	2	3	1	3	Cecum	Cecum	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_1_1	0	99250.0	0.0	2	1	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_1_2	0	99213.0	0.0	2	2	1	1	Cecum	Colon	Within host	Large intestine	Large intestine	f__UBA3700
261649	Cec_1_2	Col_1_3	0	99123.0	0.0	2	3	1	1	Cecum	Colon	Between host	Large intestine	Large intestine	f__UBA3700
251524	Col_2_1	Col_2_3	0	67313.0	0.0	1	3	2	2	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
251524	Col_2_1	Col_2_2	0	67356.0	0.0	1	2	2	2	Colon	Colon	Between host	Large intestine	Large intestine	Alistipes sp002428825
