sample_type,date,time,sample,freq,species,strain,subject,tissue,quantile_25,quantile_75,upper_ci,lower_ci,sample_type_number
Stool,2020-09-13,00:00:00,SRR18585188,0.3536353850684531,Bifidobacterium_adolescentis_56815,2,11,Stool,0.2222222222222222,0.4545454545454546,0.3859483280696062,0.31989059972245715,Stool
Stool,2020-09-14,00:00:00,SRR18585186,0.330421755257656,Bifidobacterium_adolescentis_56815,2,11,Stool,0.2142857142857143,0.4285714285714286,0.36254103427529855,0.30241873256328466,Stool
Capsule,2020-09-14,19:30:00,SRR18585033,0.981833836477312,Bifidobacterium_adolescentis_56815,2,11,Small intestine 1,0.9724770642201837,0.9929078014184396,0.9846906318358808,0.9788110674438464,Capsule 1
Stool,2020-09-15,00:00:00,SRR18585185,0.34367699118576245,Bifidobacterium_adolescentis_56815,2,11,Stool,0.2,0.5,0.38018527513293376,0.3061858735161598,Stool
Stool,2020-09-29,00:00:00,SRR18585258,0.3669068093914749,Bifidobacterium_adolescentis_56815,1,14,Stool,0.2727272727272727,0.4583333333333334,0.3920099222295105,0.34352010721162635,Stool
Capsule,2020-09-29,22:30:00,SRR18585115,0.980091152633724,Bifidobacterium_adolescentis_56815,1,14,Small intestine 2,1.0,1.0,0.9885248018761444,0.9702397375627833,Capsule 2
Capsule,2020-09-29,22:30:00,SRR18585114,0.989637097061372,Bifidobacterium_adolescentis_56815,1,14,Small intestine 3,1.0,1.0,0.9949543446372288,0.9832280618387612,Capsule 3
Stool,2020-09-30,00:00:00,SRR18585257,0.4431116176761483,Bifidobacterium_adolescentis_56815,1,14,Stool,0.3043478260869565,0.5833333333333333,0.4805260456144149,0.40695706074873184,Stool
Capsule,2020-10-01,05:30:00,SRR18585107,0.9661928044472728,Bifidobacterium_adolescentis_56815,1,14,Ascending colon,1.0,1.0,0.9811549609553674,0.9476526538219264,Capsule 4
Stool,2020-09-29,00:00:00,SRR18585258,0.6330931906085251,Bifidobacterium_adolescentis_56815,2,14,Stool,0.5416666666666667,0.7272727272727273,0.6569858606500796,0.6090334135088338,Stool
Capsule,2020-09-29,22:30:00,SRR18585115,0.01990884736627595,Bifidobacterium_adolescentis_56815,2,14,Small intestine 2,0.0,0.0,0.029201112294109,0.01175481500207718,Capsule 2
Capsule,2020-09-29,22:30:00,SRR18585114,0.010362902938628113,Bifidobacterium_adolescentis_56815,2,14,Small intestine 3,0.0,0.0,0.017062446536082486,0.004588724539904576,Capsule 3
Stool,2020-09-30,00:00:00,SRR18585257,0.5568883823238516,Bifidobacterium_adolescentis_56815,2,14,Stool,0.4166666666666667,0.6956521739130435,0.5916393637240823,0.5217150682638676,Stool
Capsule,2020-10-01,05:30:00,SRR18585107,0.033807195552727244,Bifidobacterium_adolescentis_56815,2,14,Ascending colon,0.0,0.0,0.0537542776452993,0.01817283549783549,Capsule 4
Capsule,2020-06-28,20:45:00,SRR18585229,0.17672226178476774,Bifidobacterium_longum_57796,1,5,Small intestine 1,0.1374387254901961,0.2125984251968504,0.18707543962657455,0.16668204096904296,Capsule 1
Capsule,2020-06-28,20:45:00,SRR18585228,0.16292368064458018,Bifidobacterium_longum_57796,1,5,Small intestine 2,0.08333333333333337,0.2272727272727273,0.1842707119754487,0.1429614919698338,Capsule 2
Capsule,2020-06-28,20:45:00,SRR18585227,0.1924660694065221,Bifidobacterium_longum_57796,1,5,Small intestine 3,0.07692307692307687,0.2903225806451613,0.2200536447121393,0.16558772142836065,Capsule 3
Stool,2020-06-29,00:00:00,SRR18585148,0.17908785347477682,Bifidobacterium_longum_57796,1,5,Stool,0.05555555555555558,0.27586206896551724,0.2085487871404139,0.1523917911860425,Stool
Stool,2020-06-30,00:00:00,SRR18585147,0.15761978657410436,Bifidobacterium_longum_57796,1,5,Stool,0.058823529411764726,0.2352941176470589,0.18112226067390785,0.13463607740623254,Stool
Capsule,2020-06-30,05:15:00,SRR18585150,0.2097476352797904,Bifidobacterium_longum_57796,1,5,Small intestine 2,0.125,0.2857142857142857,0.23175861777081025,0.18758123256957432,Capsule 2
Capsule,2020-06-30,05:15:00,SRR18585149,0.17115574727932134,Bifidobacterium_longum_57796,1,5,Small intestine 3,0.04166666666666666,0.2692307692307692,0.2009793930395672,0.14194600558676598,Capsule 3
Capsule,2020-06-28,20:45:00,SRR18585229,0.8232777382152323,Bifidobacterium_longum_57796,2,5,Small intestine 1,0.7874015748031495,0.8625612745098039,0.8325969672937633,0.8126755662241879,Capsule 1
Capsule,2020-06-28,20:45:00,SRR18585228,0.8370763193554198,Bifidobacterium_longum_57796,2,5,Small intestine 2,0.7727272727272727,0.9166666666666666,0.8575475161577956,0.8166525876029606,Capsule 2
Capsule,2020-06-28,20:45:00,SRR18585227,0.8075339305934779,Bifidobacterium_longum_57796,2,5,Small intestine 3,0.7096774193548387,0.9230769230769232,0.8347679224488604,0.7783543361751419,Capsule 3
Stool,2020-06-29,00:00:00,SRR18585148,0.8209121465252232,Bifidobacterium_longum_57796,2,5,Stool,0.7241379310344828,0.9444444444444444,0.8493117439837282,0.7890001656118566,Stool
Stool,2020-06-30,00:00:00,SRR18585147,0.8423802134258956,Bifidobacterium_longum_57796,2,5,Stool,0.7647058823529411,0.9411764705882352,0.8652259459494405,0.8196708771920285,Stool
Capsule,2020-06-30,05:15:00,SRR18585150,0.7902523647202097,Bifidobacterium_longum_57796,2,5,Small intestine 2,0.7142857142857143,0.875,0.8122914324824465,0.7664560934481033,Capsule 2
Capsule,2020-06-30,05:15:00,SRR18585149,0.8288442527206786,Bifidobacterium_longum_57796,2,5,Small intestine 3,0.7307692307692308,0.9583333333333334,0.8552818004647081,0.7988497553847693,Capsule 3
Stool,2020-09-23,00:00:00,SRR18585122,0.38389695434988896,Bifidobacterium_longum_57796,1,13,Stool,0.25,0.5,0.4225566702919147,0.3502596315727832,Stool
Stool,2020-09-24,00:00:00,SRR18585120,0.3148956620260331,Bifidobacterium_longum_57796,1,13,Stool,0.2,0.4193548387096774,0.34239394923471483,0.2898483583827307,Stool
Stool,2020-09-25,00:00:00,SRR18585116,0.24189048263794424,Bifidobacterium_longum_57796,1,13,Stool,0.16561181434599154,0.3125,0.2619487120498065,0.22180515730323996,Stool
Stool,2020-09-25,00:00:00,SRR18585117,0.4159836875536743,Bifidobacterium_longum_57796,1,13,Stool,0.2727272727272727,0.5454545454545454,0.453370423044233,0.3749160614432545,Stool
Stool,2020-09-25,00:00:00,SRR18585118,0.4180697546697096,Bifidobacterium_longum_57796,1,13,Stool,0.25,0.6,0.4638672259523392,0.3731309597696914,Stool
Stool,2020-09-23,00:00:00,SRR18585122,0.616103045650111,Bifidobacterium_longum_57796,2,13,Stool,0.5,0.75,0.6537871402497074,0.5817779653007054,Stool
Stool,2020-09-24,00:00:00,SRR18585120,0.6851043379739669,Bifidobacterium_longum_57796,2,13,Stool,0.5806451612903226,0.8,0.7129496582327167,0.6570504512888612,Stool
Stool,2020-09-25,00:00:00,SRR18585116,0.7581095173620558,Bifidobacterium_longum_57796,2,13,Stool,0.6875,0.8343881856540085,0.7773628918598864,0.7389151568262184,Stool
Stool,2020-09-25,00:00:00,SRR18585117,0.5840163124463258,Bifidobacterium_longum_57796,2,13,Stool,0.4545454545454546,0.7272727272727273,0.6244171982811744,0.5458741664612776,Stool
Stool,2020-09-25,00:00:00,SRR18585118,0.5819302453302904,Bifidobacterium_longum_57796,2,13,Stool,0.4,0.75,0.6252607870523085,0.5404373700236736,Stool
Capsule,2020-09-13,21:20:00,SRR18584983,0.7669093284670363,Bifidobacterium_pseudocatenulatum_57754,1,12,Small intestine 3,0.6923076923076923,0.85,0.7874214100568502,0.7452436795654463,Capsule 3
Capsule,2020-09-14,06:30:00,SRR18584981,0.9576252170016244,Bifidobacterium_pseudocatenulatum_57754,1,12,Small intestine 1,1.0,1.0,0.9749583069708072,0.939027796764639,Capsule 1
Capsule,2020-09-13,21:20:00,SRR18584983,0.23309067153296376,Bifidobacterium_pseudocatenulatum_57754,2,12,Small intestine 3,0.15000000000000002,0.3076923076923077,0.25267494545309543,0.21373237062239173,Capsule 3
Capsule,2020-09-14,06:30:00,SRR18584981,0.042374782998375736,Bifidobacterium_pseudocatenulatum_57754,2,12,Small intestine 1,0.0,0.0,0.06234577753580268,0.025159994610652502,Capsule 1
Capsule,2020-06-28,15:30:00,SRR18585011,0.9895848112431772,Bilophila_wadsworthia_57364,1,3,Small intestine 1,1.0,1.0,0.9966952395192528,0.9794401320493232,Capsule 1
Capsule,2020-07-02,05:00:00,SRR18585175,0.9532230594132002,Bilophila_wadsworthia_57364,1,3,Small intestine 1,0.9230769230769232,1.0,0.9682037564981418,0.938058487587204,Capsule 1
Capsule,2020-07-02,05:00:00,SRR18585174,0.9554356859150932,Bilophila_wadsworthia_57364,1,3,Small intestine 2,0.9320388349514565,0.9823008849557522,0.9614971224646136,0.9495337077439128,Capsule 2
Capsule,2020-06-28,15:30:00,SRR18585011,0.010415188756822891,Bilophila_wadsworthia_57364,2,3,Small intestine 1,0.0,0.0,0.01996629804019509,0.003301838235294118,Capsule 1
Capsule,2020-07-02,05:00:00,SRR18585175,0.046776940586799834,Bilophila_wadsworthia_57364,2,3,Small intestine 1,0.0,0.07692307692307687,0.06304576681997581,0.03219786461576748,Capsule 1
Capsule,2020-07-02,05:00:00,SRR18585174,0.04456431408490686,Bilophila_wadsworthia_57364,2,3,Small intestine 2,0.017699115044247815,0.06796116504854366,0.05064798188173896,0.03880685437706288,Capsule 2
Capsule,2020-08-25,00:30:00,SRR18585210,0.163750867119328,Bilophila_wadsworthia_57364,1,9,Small intestine 2,0.10899209486166007,0.21185383244206776,0.17796592693565635,0.15044959185475584,Capsule 2
Capsule,2020-08-25,00:30:00,SRR18585209,0.13085725232246062,Bilophila_wadsworthia_57364,1,9,Small intestine 3,0.1,0.16,0.1392166824713403,0.12227544240422772,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585006,0.2634882597075474,Bilophila_wadsworthia_57364,1,9,Small intestine 2,0.13333333333333333,0.3783783783783784,0.2950135249270869,0.23151625285173444,Capsule 2
Capsule,2020-08-25,07:40:00,SRR18585207,0.241301299167668,Bilophila_wadsworthia_57364,1,9,Small intestine 1,0.19298245614035087,0.2857142857142857,0.25445610601250285,0.2289529738475805,Capsule 1
Capsule,2020-08-25,07:40:00,SRR18585205,0.6222391658625347,Bilophila_wadsworthia_57364,1,9,Small intestine 2,0.5,0.7692307692307693,0.6597043574464392,0.5829440787914846,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.021188926757749336,Bilophila_wadsworthia_57364,1,9,Small intestine 3,0.014705882352941175,0.02668213457076566,0.02280777086702133,0.019444757483121838,Capsule 3
Capsule,2020-08-25,00:30:00,SRR18585210,0.836249132880672,Bilophila_wadsworthia_57364,2,9,Small intestine 2,0.7881461675579322,0.8910079051383399,0.8491597166164628,0.8218867886920915,Capsule 2
Capsule,2020-08-25,00:30:00,SRR18585209,0.8691427476775394,Bilophila_wadsworthia_57364,2,9,Small intestine 3,0.84,0.9,0.8770331189984129,0.8610468953293271,Capsule 3
Capsule,2020-08-25,07:00:00,SRR18585006,0.7365117402924526,Bilophila_wadsworthia_57364,2,9,Small intestine 2,0.6216216216216216,0.8666666666666667,0.7690060784176731,0.7022974236394033,Capsule 2
Capsule,2020-08-25,07:40:00,SRR18585207,0.758698700832332,Bilophila_wadsworthia_57364,2,9,Small intestine 1,0.7142857142857143,0.8070175438596491,0.7720534474511023,0.7455539956135264,Capsule 1
Capsule,2020-08-25,07:40:00,SRR18585205,0.37776083413746536,Bilophila_wadsworthia_57364,2,9,Small intestine 2,0.23076923076923075,0.5,0.4180105053731373,0.3389759895020603,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.9788110732422508,Bilophila_wadsworthia_57364,2,9,Small intestine 3,0.9733178654292344,0.9852941176470588,0.9803958380358849,0.9772028190742118,Capsule 3
Capsule,2020-10-01,05:00:00,SRR18585113,0.9543117196956457,Bilophila_wadsworthia_57364,1,14,Small intestine 3,0.9272727272727272,0.9875,0.9618397361731544,0.9458628939241912,Capsule 3
Capsule,2020-10-02,05:30:00,SRR18585109,0.9875834876304368,Bilophila_wadsworthia_57364,1,14,Small intestine 1,0.98,1.0,0.9916550859803384,0.9834247046843996,Capsule 1
Capsule,2020-10-01,05:00:00,SRR18585113,0.04568828030435438,Bilophila_wadsworthia_57364,2,14,Small intestine 3,0.012499999999999956,0.07272727272727275,0.053961274567926015,0.037845108892794216,Capsule 3
Capsule,2020-10-02,05:30:00,SRR18585109,0.012416512369563024,Bilophila_wadsworthia_57364,2,14,Small intestine 1,0.0,0.020000000000000014,0.017003567906517938,0.00835832448203384,Capsule 1
Stool,2020-06-25,00:00:00,SRR18585015,0.6625968016549983,Blautia_wexlerae_56130,1,2,Stool,0.5588235294117647,0.7692307692307692,0.6895622708979926,0.6364832535218177,Stool
Stool,2020-06-26,00:00:00,SRR18585014,0.6028449080171018,Blautia_wexlerae_56130,1,2,Stool,0.54,0.6666666666666667,0.6194663979570701,0.5876565930177261,Stool
Stool,2020-06-25,00:00:00,SRR18585015,0.0799729811126415,Blautia_wexlerae_56130,2,2,Stool,0.0,0.14285714285714285,0.10016533386588293,0.061424140405924275,Stool
Stool,2020-06-26,00:00:00,SRR18585014,0.09247063172100484,Blautia_wexlerae_56130,2,2,Stool,0.045454545454545456,0.13432835820895525,0.10288486750766387,0.08229347032856092,Stool
Stool,2020-07-01,00:00:00,SRR18585165,0.12329139644983945,Blautia_wexlerae_56130,1,3,Stool,0.054054054054054064,0.1875,0.1411982405142254,0.10578005678886536,Stool
Stool,2020-07-01,00:00:00,SRR18585166,0.11846792194974172,Blautia_wexlerae_56130,1,3,Stool,0.04545454545454541,0.1851851851851852,0.13692088749250908,0.10018235432748013,Stool
Stool,2020-07-01,00:00:00,SRR18585165,0.4283683803542767,Blautia_wexlerae_56130,2,3,Stool,0.3333333333333333,0.5238095238095238,0.4512873478825767,0.4032707584942278,Stool
Stool,2020-07-01,00:00:00,SRR18585166,0.6120421150798178,Blautia_wexlerae_56130,2,3,Stool,0.5263157894736842,0.7,0.634744467038535,0.587803284456099,Stool
Capsule,2020-08-16,22:00:00,SRR18585143,0.9549500614064026,Blautia_wexlerae_56130,1,6,Small intestine 1,1.0,1.0,0.9746464079779869,0.9326727434634808,Capsule 1
Capsule,2020-08-16,22:00:00,SRR18585142,0.9683256104278092,Blautia_wexlerae_56130,1,6,Small intestine 2,0.951219512195122,1.0,0.9760359683780234,0.9589402628684168,Capsule 2
Capsule,2020-08-16,22:00:00,SRR18585140,0.9588175220928642,Blautia_wexlerae_56130,1,6,Small intestine 3,0.9333333333333332,1.0,0.9704426785078818,0.9465542925525884,Capsule 3
Capsule,2020-08-16,22:00:00,SRR18585139,0.9586196365876252,Blautia_wexlerae_56130,1,6,Ascending colon,0.9344262295081968,1.0,0.9684434023934618,0.9479347504511316,Capsule 4
Stool,2020-08-17,00:00:00,SRR18585078,0.9533528884924728,Blautia_wexlerae_56130,1,6,Stool,0.9285714285714286,1.0,0.9679725723110171,0.9366061208001596,Stool
Capsule,2020-08-17,21:30:00,SRR18585134,0.9701575071055047,Blautia_wexlerae_56130,1,6,Small intestine 1,1.0,1.0,0.9826889429666936,0.95574631395859,Capsule 1
Capsule,2020-08-17,21:30:00,SRR18585133,0.9577095168488822,Blautia_wexlerae_56130,1,6,Small intestine 2,1.0,1.0,0.9759679418620596,0.9373021882078192,Capsule 2
Capsule,2020-08-17,21:30:00,SRR18585132,0.9733425210682709,Blautia_wexlerae_56130,1,6,Small intestine 3,1.0,1.0,0.984119755253024,0.9600375094620472,Capsule 3
Capsule,2020-08-18,04:15:00,SRR18585138,0.9812116721909924,Blautia_wexlerae_56130,1,6,Small intestine 1,0.9705882352941176,1.0,0.9870070523096444,0.9741467222237644,Capsule 1
Capsule,2020-08-18,04:15:00,SRR18585137,0.9816260446611296,Blautia_wexlerae_56130,1,6,Small intestine 2,1.0,1.0,0.9898176521394828,0.9730602755531896,Capsule 2
Capsule,2020-08-19,05:00:00,SRR18585131,0.9697686108621071,Blautia_wexlerae_56130,1,6,Small intestine 1,0.951219512195122,1.0,0.9776400829510142,0.9618155509090832,Capsule 1
Capsule,2020-08-19,05:00:00,SRR18585128,0.984906695176198,Blautia_wexlerae_56130,1,6,Small intestine 3,0.9770114942528736,1.0,0.9885917439954774,0.9807809671796272,Capsule 3
Capsule,2020-08-16,22:00:00,SRR18585143,0.19319969042632426,Blautia_wexlerae_56130,2,6,Small intestine 1,0.0,0.3333333333333333,0.2372529936162441,0.15066799979764328,Capsule 1
Capsule,2020-08-16,22:00:00,SRR18585142,0.7094431904657791,Blautia_wexlerae_56130,2,6,Small intestine 2,0.64,0.7826086956521741,0.7287593366625014,0.6889832109466117,Capsule 2
Capsule,2020-08-16,22:00:00,SRR18585140,0.4569378286570362,Blautia_wexlerae_56130,2,6,Small intestine 3,0.3608333333333333,0.549264705882353,0.4820261160244998,0.4319858160834847,Capsule 3
Capsule,2020-08-16,22:00:00,SRR18585139,0.36803472156411815,Blautia_wexlerae_56130,2,6,Ascending colon,0.2916666666666667,0.4418604651162791,0.3902126840485688,0.3471542085804408,Capsule 4
Stool,2020-08-17,00:00:00,SRR18585078,0.3431594934971577,Blautia_wexlerae_56130,2,6,Stool,0.21739130434782608,0.4545454545454545,0.3751829103295325,0.31335967944643145,Stool
Capsule,2020-08-17,21:30:00,SRR18585134,0.3477769268813724,Blautia_wexlerae_56130,2,6,Small intestine 1,0.2,0.4666666666666667,0.3867284625458451,0.31329401473722546,Capsule 1
Capsule,2020-08-17,21:30:00,SRR18585133,0.32948841766907,Blautia_wexlerae_56130,2,6,Small intestine 2,0.13333333333333333,0.5,0.3756426648734804,0.28327487171923066,Capsule 2
Capsule,2020-08-17,21:30:00,SRR18585132,0.3860574860537463,Blautia_wexlerae_56130,2,6,Small intestine 3,0.25,0.5192592592592593,0.4237804750571403,0.3515373253971117,Capsule 3
Capsule,2020-08-18,04:15:00,SRR18585138,0.3556499829812811,Blautia_wexlerae_56130,2,6,Small intestine 1,0.2808388157894737,0.42857142857142855,0.3754594162077237,0.3351680007856128,Capsule 1
Capsule,2020-08-18,04:15:00,SRR18585137,0.3567059717602649,Blautia_wexlerae_56130,2,6,Small intestine 2,0.26666666666666666,0.4411764705882353,0.3807414289208997,0.33055912681121496,Capsule 2
Capsule,2020-08-19,05:00:00,SRR18585131,0.5032084977929442,Blautia_wexlerae_56130,2,6,Small intestine 1,0.42105263157894735,0.5853658536585366,0.5260809802936058,0.4807848638199803,Capsule 1
Capsule,2020-08-19,05:00:00,SRR18585128,0.6156436614961821,Blautia_wexlerae_56130,2,6,Small intestine 3,0.5714285714285714,0.6607142857142857,0.6289231494067552,0.6023441700842808,Capsule 3
Capsule,2020-08-17,02:30:00,SRR18585075,0.7320605491401404,Blautia_wexlerae_56130,1,7,Ascending colon,0.6153846153846154,0.8571428571428571,0.7628324215554828,0.7011388335195251,Capsule 4
Capsule,2020-08-17,22:30:00,SRR18585073,0.7896399229009332,Blautia_wexlerae_56130,1,7,Small intestine 3,0.6666666666666667,0.9230769230769232,0.8192561809023369,0.7575580635601367,Capsule 3
Stool,2020-08-18,00:00:00,SRR18585068,0.8069726112115331,Blautia_wexlerae_56130,1,7,Stool,0.7,0.9230769230769232,0.8368509410384509,0.7758412581174529,Stool
Capsule,2020-08-18,23:00:00,SRR18585072,0.6606978323537508,Blautia_wexlerae_56130,1,7,Small intestine 2,0.6,0.7254901960784313,0.6771721459715688,0.6443944563724915,Capsule 2
Capsule,2020-08-17,02:30:00,SRR18585075,0.05136377628528506,Blautia_wexlerae_56130,2,7,Ascending colon,0.0,0.07142857142857142,0.07322405118960848,0.03420813601639495,Capsule 4
Capsule,2020-08-17,22:30:00,SRR18585073,0.04108718943091034,Blautia_wexlerae_56130,2,7,Small intestine 3,0.0,0.0078125,0.05685353673480802,0.02490336314490911,Capsule 3
Stool,2020-08-18,00:00:00,SRR18585068,0.05414168419991488,Blautia_wexlerae_56130,2,7,Stool,0.0,0.09090909090909093,0.07309435875166585,0.03765305142960193,Stool
Capsule,2020-08-18,23:00:00,SRR18585072,0.08453974877676163,Blautia_wexlerae_56130,2,7,Small intestine 2,0.038461538461538436,0.1276595744680851,0.09477573096617044,0.07429721197373475,Capsule 2
Stool,2020-08-16,00:00:00,SRR18585215,0.038527138582107205,Blautia_wexlerae_56130,1,8,Stool,0.0,0.0625,0.05086950737610147,0.027870906545525057,Stool
Capsule,2020-08-16,01:00:00,SRR18585065,0.036739138671487696,Blautia_wexlerae_56130,1,8,Small intestine 2,0.013986013986013986,0.05426356589147287,0.042484593860523376,0.03098122365097388,Capsule 2
Capsule,2020-08-16,22:12:00,SRR18585064,0.02747427322499629,Blautia_wexlerae_56130,1,8,Small intestine 1,0.0,0.0425531914893617,0.03420133174478926,0.021350522637125176,Capsule 1
Stool,2020-08-17,00:00:00,SRR18585214,0.03915450015663615,Blautia_wexlerae_56130,1,8,Stool,0.0,0.060606060606060615,0.04830912992307288,0.03122742985112491,Stool
Capsule,2020-08-17,22:00:00,SRR18585056,0.03811040475051335,Blautia_wexlerae_56130,1,8,Small intestine 1,0.0,0.060606060606060615,0.051567073966899774,0.02712321105718012,Capsule 1
Capsule,2020-08-17,22:12:00,SRR18585062,0.055150613557772885,Blautia_wexlerae_56130,1,8,Small intestine 3,0.0,0.08333333333333333,0.07409629999110881,0.0395675807945756,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585061,0.040271243189942026,Blautia_wexlerae_56130,1,8,Small intestine 1,0.0,0.06666666666666668,0.052128224595665185,0.03072460949819585,Capsule 1
Capsule,2020-08-18,05:00:00,SRR18585059,0.027714895548941233,Blautia_wexlerae_56130,1,8,Small intestine 2,0.0,0.043478260869565216,0.038157493345856684,0.01847146957207449,Capsule 2
Capsule,2020-08-19,05:15:00,SRR18585220,0.03966175202541008,Blautia_wexlerae_56130,1,8,Small intestine 1,0.0,0.05263157894736842,0.05516924309013619,0.02582969745332645,Capsule 1
Capsule,2020-08-19,05:15:00,SRR18585218,0.013150376407955043,Blautia_wexlerae_56130,1,8,Small intestine 3,0.0,0.0,0.019865792129873237,0.0072379107780371965,Capsule 3
Capsule,2020-08-19,05:15:00,SRR18585216,0.029898105862704482,Blautia_wexlerae_56130,1,8,Ascending colon,0.0,0.0,0.047191308710685886,0.01529363100372265,Capsule 4
Stool,2020-08-16,00:00:00,SRR18585215,0.9614728614178928,Blautia_wexlerae_56130,2,8,Stool,0.9375,1.0,0.9722296471029376,0.9497017735610505,Stool
Capsule,2020-08-16,01:00:00,SRR18585065,0.9632608613285122,Blautia_wexlerae_56130,2,8,Small intestine 2,0.9457364341085271,0.986013986013986,0.9691035452867972,0.9576112012023584,Capsule 2
Capsule,2020-08-16,22:12:00,SRR18585064,0.9725257267750038,Blautia_wexlerae_56130,2,8,Small intestine 1,0.9574468085106383,1.0,0.97833902714064,0.9661608554444115,Capsule 1
Stool,2020-08-17,00:00:00,SRR18585214,0.960845499843364,Blautia_wexlerae_56130,2,8,Stool,0.9393939393939394,1.0,0.9695131867050092,0.9512153685566616,Stool
Capsule,2020-08-17,22:00:00,SRR18585056,0.9618895952494868,Blautia_wexlerae_56130,2,8,Small intestine 1,0.9393939393939394,1.0,0.9720529085674356,0.9491708102393188,Capsule 1
Capsule,2020-08-17,22:12:00,SRR18585062,0.944849386442227,Blautia_wexlerae_56130,2,8,Small intestine 3,0.9166666666666666,1.0,0.9621239485265584,0.928059768930778,Capsule 3
Capsule,2020-08-18,05:00:00,SRR18585061,0.959728756810058,Blautia_wexlerae_56130,2,8,Small intestine 1,0.9333333333333332,1.0,0.9695670543941641,0.9481587547019054,Capsule 1
Capsule,2020-08-18,05:00:00,SRR18585059,0.9722851044510588,Blautia_wexlerae_56130,2,8,Small intestine 2,0.9565217391304348,1.0,0.980750326452628,0.9622216999922044,Capsule 2
Capsule,2020-08-19,05:15:00,SRR18585220,0.96033824797459,Blautia_wexlerae_56130,2,8,Small intestine 1,0.9473684210526316,1.0,0.9744580070506458,0.9446546682412924,Capsule 1
Capsule,2020-08-19,05:15:00,SRR18585218,0.9868496235920448,Blautia_wexlerae_56130,2,8,Small intestine 3,1.0,1.0,0.9929349416229741,0.9791641088985759,Capsule 3
Capsule,2020-08-19,05:15:00,SRR18585216,0.9701018941372954,Blautia_wexlerae_56130,2,8,Ascending colon,1.0,1.0,0.9851180575261942,0.9524201592634476,Capsule 4
Stool,2020-08-24,00:00:00,SRR18584999,0.8586081173524631,Blautia_wexlerae_56130,1,9,Stool,0.7692307692307692,1.0,0.8863931259777368,0.8298474911200964,Stool
Capsule,2020-08-24,07:40:00,SRR18585203,0.9834643784533036,Blautia_wexlerae_56130,1,9,Ascending colon,1.0,1.0,0.9901224912358714,0.97459632428792,Capsule 4
Stool,2020-08-25,00:00:00,SRR18584998,0.8313143026482174,Blautia_wexlerae_56130,1,9,Stool,0.7272727272727273,1.0,0.8620874021251591,0.8005488139444088,Stool
Capsule,2020-08-25,00:30:00,SRR18585209,0.9473834391390374,Blautia_wexlerae_56130,1,9,Small intestine 3,0.9230769230769232,1.0,0.9652996858952452,0.9268988036086722,Capsule 3
Capsule,2020-08-25,00:30:00,SRR18585208,0.8781988723620445,Blautia_wexlerae_56130,1,9,Ascending colon,0.8,1.0,0.9139622130503228,0.8429163378941132,Capsule 4
Capsule,2020-08-25,07:00:00,SRR18585007,0.97899042747559,Blautia_wexlerae_56130,1,9,Small intestine 1,1.0,1.0,0.9898273737212276,0.965994095245214,Capsule 1
Capsule,2020-08-25,07:00:00,SRR18585006,0.9792288370240232,Blautia_wexlerae_56130,1,9,Small intestine 2,0.9655172413793104,1.0,0.9838473261877224,0.9740067833403276,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585201,0.9760334094692812,Blautia_wexlerae_56130,1,9,Small intestine 2,0.9607843137254902,1.0,0.9813882337458172,0.9701508024163352,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585200,0.9821765903898138,Blautia_wexlerae_56130,1,9,Small intestine 3,0.9740259740259741,1.0,0.9877724270840642,0.9754334985850192,Capsule 3
Stool,2020-08-24,00:00:00,SRR18584999,0.18742463323598224,Blautia_wexlerae_56130,2,9,Stool,0.0625,0.3,0.21844197400949847,0.15728523378952847,Stool
Capsule,2020-08-24,07:40:00,SRR18585203,0.2795878130232711,Blautia_wexlerae_56130,2,9,Ascending colon,0.19047619047619047,0.3636363636363637,0.302601817478412,0.2568822037428615,Capsule 4
Stool,2020-08-25,00:00:00,SRR18584998,0.13827929719338578,Blautia_wexlerae_56130,2,9,Stool,0.0,0.21739130434782608,0.1706393469715932,0.11038971260357287,Stool
Capsule,2020-08-25,00:30:00,SRR18585209,0.2737363152300996,Blautia_wexlerae_56130,2,9,Small intestine 3,0.1,0.4166666666666667,0.31380107230002274,0.2355680141945576,Capsule 3
Capsule,2020-08-25,00:30:00,SRR18585208,0.17682183053307124,Blautia_wexlerae_56130,2,9,Ascending colon,0.0,0.29411764705882354,0.21182061120434634,0.14357362543068014,Capsule 4
Capsule,2020-08-25,07:00:00,SRR18585007,0.2637891115319585,Blautia_wexlerae_56130,2,9,Small intestine 1,0.10526315789473684,0.4,0.29974300196638365,0.2285513770722275,Capsule 1
Capsule,2020-08-25,07:00:00,SRR18585006,0.2103884494654736,Blautia_wexlerae_56130,2,9,Small intestine 2,0.16279069767441862,0.2533333333333333,0.2223260190996324,0.19825403259368124,Capsule 2
Capsule,2020-08-25,23:45:00,SRR18585201,0.18029768722071485,Blautia_wexlerae_56130,2,9,Small intestine 2,0.13114754098360654,0.2258064516129032,0.19388971749032605,0.16636578014929865,Capsule 2
