sample_type,date,time,sample,freq,species,strain,subject,tissue,quantile_25,quantile_75,upper_ci,lower_ci,sample_type_number
Stool,2020-09-07,00:00:00,SRR18584976,0.7725913722832467,Eubacterium_rectale_56927,1,12,Stool,0.7166666666666667,0.8360655737704918,0.7900555764563426,0.7548050724999217,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.5878235086276622,Eubacterium_rectale_56927,1,12,Stool,0.5192307692307693,0.6571428571428571,0.6059922540350275,0.5683294880550174,Stool
Capsule,2020-09-11,23:45:00,SRR18585183,0.19710593569184573,Eubacterium_rectale_56927,1,12,Small intestine 1,0.0,0.3125,0.2341729382255601,0.1588121651578985,Capsule 1
Stool,2020-09-12,00:00:00,SRR18584974,0.6370999970931711,Eubacterium_rectale_56927,1,12,Stool,0.576271186440678,0.6986301369863014,0.6531707305447574,0.620107274438915,Stool
Capsule,2020-09-12,23:45:00,SRR18585182,0.12492776345788816,Eubacterium_rectale_56927,1,12,Small intestine 2,0.029411764705882363,0.19230769230769232,0.14664064477056726,0.10128910849532184,Capsule 2
Stool,2020-09-13,00:00:00,SRR18584972,0.39927429314074064,Eubacterium_rectale_56927,1,12,Stool,0.30000000000000004,0.5,0.4261006640502711,0.3726032704821017,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.5571437998124792,Eubacterium_rectale_56927,1,12,Stool,0.4583333333333334,0.6666666666666666,0.5872603411375292,0.5315181892353504,Stool
Capsule,2020-09-13,06:15:00,SRR18585181,0.31156141936296705,Eubacterium_rectale_56927,1,12,Small intestine 1,0.18181818181818185,0.42105263157894735,0.34700840317709075,0.27737434706684544,Capsule 1
Capsule,2020-09-13,21:20:00,SRR18584983,0.407530086368625,Eubacterium_rectale_56927,1,12,Small intestine 3,0.3181818181818182,0.4950495049504951,0.43192056043688,0.3834624723297773,Capsule 3
Stool,2020-09-14,00:00:00,SRR18585272,0.12237187863977385,Eubacterium_rectale_56927,1,12,Stool,0.05882352941176471,0.1724137931034483,0.1388122045132589,0.10502386869960433,Stool
Capsule,2020-09-14,06:30:00,SRR18584979,0.8274378580515193,Eubacterium_rectale_56927,1,12,Ascending colon,0.7333333333333333,0.9375,0.8524534094294451,0.7997657814469696,Capsule 4
Stool,2020-09-07,00:00:00,SRR18584976,0.22740862771675344,Eubacterium_rectale_56927,2,12,Stool,0.16393442622950816,0.2833333333333333,0.2447919982126746,0.2097476476190832,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.4121764913723379,Eubacterium_rectale_56927,2,12,Stool,0.3428571428571429,0.4807692307692307,0.4334660032668553,0.3920257560258512,Stool
Capsule,2020-09-11,23:45:00,SRR18585183,0.8028940643081542,Eubacterium_rectale_56927,2,12,Small intestine 1,0.6875,1.0,0.8398467717589427,0.7674172427664784,Capsule 1
Stool,2020-09-12,00:00:00,SRR18584974,0.3629000029068288,Eubacterium_rectale_56927,2,12,Stool,0.3013698630136986,0.42372881355932196,0.3796716434710321,0.34522807369903385,Stool
Capsule,2020-09-12,23:45:00,SRR18585182,0.8750722365421119,Eubacterium_rectale_56927,2,12,Small intestine 2,0.8076923076923077,0.9705882352941176,0.8982660146318872,0.8529778064399086,Capsule 2
Stool,2020-09-13,00:00:00,SRR18584972,0.6007257068592593,Eubacterium_rectale_56927,2,12,Stool,0.5,0.7,0.6271949863327927,0.5703892137703626,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.4428562001875208,Eubacterium_rectale_56927,2,12,Stool,0.33333333333333337,0.5416666666666666,0.4728689273083567,0.41286155724937296,Stool
Capsule,2020-09-13,06:15:00,SRR18585181,0.6884385806370329,Eubacterium_rectale_56927,2,12,Small intestine 1,0.5789473684210527,0.8181818181818181,0.7218145772038348,0.6552324381879437,Capsule 1
Capsule,2020-09-13,21:20:00,SRR18584983,0.592469913631375,Eubacterium_rectale_56927,2,12,Small intestine 3,0.504950495049505,0.6818181818181819,0.6160495987052239,0.5672300383671401,Capsule 3
Stool,2020-09-14,00:00:00,SRR18585272,0.8776281213602262,Eubacterium_rectale_56927,2,12,Stool,0.8275862068965517,0.9411764705882352,0.8922774857821613,0.8604961263516789,Stool
Capsule,2020-09-14,06:30:00,SRR18584979,0.1725621419484807,Eubacterium_rectale_56927,2,12,Ascending colon,0.0625,0.2666666666666667,0.20155221493802455,0.14460790660271627,Capsule 4
Stool,2020-09-15,00:00:00,SRR18585104,0.2452386534813889,Eubacterium_rectale_56927,1,14,Stool,0.18181818181818185,0.3023255813953488,0.2615247436642664,0.2282871595110633,Stool
Stool,2020-09-17,00:00:00,SRR18585261,0.07163860413037168,Eubacterium_rectale_56927,1,14,Stool,0.03571428571428571,0.09999999999999998,0.08045609833405787,0.06184501625434721,Stool
Stool,2020-09-18,00:00:00,SRR18585260,0.21220962596997534,Eubacterium_rectale_56927,1,14,Stool,0.13636363636363635,0.28,0.2351586487162915,0.19179972105853402,Stool
Stool,2020-09-19,00:00:00,SRR18585259,0.27761129475370777,Eubacterium_rectale_56927,1,14,Stool,0.19047619047619047,0.3548387096774194,0.30113872321278035,0.2541355271887593,Stool
Stool,2020-09-29,00:00:00,SRR18585258,0.4574646554341898,Eubacterium_rectale_56927,1,14,Stool,0.36585365853658536,0.55,0.4828265863988361,0.4323591916144794,Stool
Capsule,2020-09-29,22:30:00,SRR18585115,0.3880191977240741,Eubacterium_rectale_56927,1,14,Small intestine 2,0.23076923076923075,0.5384615384615384,0.429871869809336,0.3452725074977983,Capsule 2
Capsule,2020-09-29,22:30:00,SRR18585114,0.2172295515646097,Eubacterium_rectale_56927,1,14,Small intestine 3,0.06060606060606056,0.33333333333333337,0.2533632955530996,0.18286014073171505,Capsule 3
Stool,2020-09-30,00:00:00,SRR18585256,0.4128434080951,Eubacterium_rectale_56927,1,14,Stool,0.3272727272727273,0.5,0.4374219480776613,0.3891412477456621,Stool
Stool,2020-09-30,00:00:00,SRR18585257,0.694069725445296,Eubacterium_rectale_56927,1,14,Stool,0.5789473684210527,0.8181818181818181,0.7284814726507532,0.6606797218145366,Stool
Capsule,2020-09-30,22:40:00,SRR18585111,0.03687622073728194,Eubacterium_rectale_56927,1,14,Small intestine 3,0.023852429551599646,0.048048048048048055,0.03994017777834108,0.0331879093910414,Capsule 3
Capsule,2020-09-30,22:40:00,SRR18585110,0.17053241749456294,Eubacterium_rectale_56927,1,14,Ascending colon,0.0714285714285714,0.25,0.19905979933849624,0.14521495450656596,Capsule 4
Stool,2020-10-01,00:00:00,SRR18585254,0.34346038009080826,Eubacterium_rectale_56927,1,14,Stool,0.24,0.44,0.3711756490555322,0.3130172990261568,Stool
Capsule,2020-10-01,05:30:00,SRR18585107,0.7194606052588225,Eubacterium_rectale_56927,1,14,Ascending colon,0.5833333333333334,0.875,0.7589844503734879,0.6785922240638163,Capsule 4
Stool,2020-09-15,00:00:00,SRR18585104,0.754761346518611,Eubacterium_rectale_56927,2,14,Stool,0.6976744186046512,0.8181818181818181,0.7720370274009141,0.7377478024380056,Stool
Stool,2020-09-17,00:00:00,SRR18585261,0.9283613958696284,Eubacterium_rectale_56927,2,14,Stool,0.9,0.9642857142857144,0.9375290357429138,0.918835329867598,Stool
Stool,2020-09-18,00:00:00,SRR18585260,0.7877903740300247,Eubacterium_rectale_56927,2,14,Stool,0.72,0.8636363636363636,0.8069028564693141,0.7669304193075341,Stool
Stool,2020-09-19,00:00:00,SRR18585259,0.7223887052462922,Eubacterium_rectale_56927,2,14,Stool,0.6451612903225806,0.8095238095238095,0.7448005872425708,0.6992650399639379,Stool
Stool,2020-09-29,00:00:00,SRR18585258,0.5425353445658102,Eubacterium_rectale_56927,2,14,Stool,0.45,0.6341463414634146,0.5691162219615361,0.5146300533131503,Stool
Capsule,2020-09-29,22:30:00,SRR18585115,0.611980802275926,Eubacterium_rectale_56927,2,14,Small intestine 2,0.4615384615384616,0.7692307692307693,0.6508940149914146,0.5732383895867337,Capsule 2
Capsule,2020-09-29,22:30:00,SRR18585114,0.7827704484353903,Eubacterium_rectale_56927,2,14,Small intestine 3,0.6666666666666666,0.9393939393939394,0.8167956324718713,0.7442797301051183,Capsule 3
Stool,2020-09-30,00:00:00,SRR18585256,0.5871565919049,Eubacterium_rectale_56927,2,14,Stool,0.5,0.6727272727272727,0.6104965821353442,0.5636951892852867,Stool
Stool,2020-09-30,00:00:00,SRR18585257,0.3059302745547041,Eubacterium_rectale_56927,2,14,Stool,0.18181818181818188,0.42105263157894735,0.33772831988970264,0.2751917884931889,Stool
Capsule,2020-09-30,22:40:00,SRR18585111,0.963123779262718,Eubacterium_rectale_56927,2,14,Small intestine 3,0.951951951951952,0.9761475704484004,0.9664160022354268,0.9599510737548738,Capsule 3
Capsule,2020-09-30,22:40:00,SRR18585110,0.829467582505437,Eubacterium_rectale_56927,2,14,Ascending colon,0.75,0.9285714285714286,0.8550871427431131,0.8022206493035329,Capsule 4
Stool,2020-10-01,00:00:00,SRR18585254,0.6565396199091917,Eubacterium_rectale_56927,2,14,Stool,0.56,0.76,0.6839598671095604,0.6269341100825204,Stool
Capsule,2020-10-01,05:30:00,SRR18585107,0.28053939474117745,Eubacterium_rectale_56927,2,14,Ascending colon,0.125,0.4166666666666666,0.32049574492423144,0.2435410334444537,Capsule 4
Saliva,2020-08-23,00:00:00,SRR18584996,0.31390464842068044,Eubacterium_sulci_62452,1,9,Saliva,0.2,0.4166666666666667,0.3406042374517897,0.2861879479266863,Saliva
Saliva,2020-08-24,00:00:00,SRR18584995,0.3149422747573545,Eubacterium_sulci_62452,1,9,Saliva,0.2,0.4,0.342329821256259,0.2905896494355224,Saliva
Saliva,2020-08-23,00:00:00,SRR18584996,0.6860953515793196,Eubacterium_sulci_62452,2,9,Saliva,0.5833333333333333,0.8,0.7143226082866391,0.6581943331236991,Saliva
Saliva,2020-08-24,00:00:00,SRR18584995,0.6850577252426455,Eubacterium_sulci_62452,2,9,Saliva,0.6,0.8,0.7098229430114035,0.6610493482324572,Saliva
Stool,2020-06-25,00:00:00,SRR18585015,0.08666942466320664,Faecalibacterium_cf_62236,1,2,Stool,0.0,0.15384615384615385,0.1067957721090175,0.06876153588648666,Stool
Stool,2020-06-26,00:00:00,SRR18585014,0.1530143805548989,Faecalibacterium_cf_62236,1,2,Stool,0.07692307692307687,0.21428571428571427,0.173580533462244,0.13333193858772838,Stool
Stool,2020-06-25,00:00:00,SRR18585015,0.9133305753367932,Faecalibacterium_cf_62236,2,2,Stool,0.8461538461538461,1.0,0.9319603629639196,0.8953244556363641,Stool
Stool,2020-06-26,00:00:00,SRR18585014,0.846985619445101,Faecalibacterium_cf_62236,2,2,Stool,0.7857142857142857,0.9230769230769232,0.8664602752737517,0.8254098065005985,Stool
Stool,2020-07-01,00:00:00,SRR18585166,0.2441006861808797,Faecalibacterium_cf_62236,1,3,Stool,0.14285714285714285,0.33333333333333337,0.2664653158852583,0.22108701774236628,Stool
Stool,2020-07-01,00:00:00,SRR18585166,0.7558993138191202,Faecalibacterium_cf_62236,2,3,Stool,0.6666666666666666,0.8571428571428572,0.7799437997020277,0.7331389312157212,Stool
Stool,2020-08-17,00:00:00,SRR18585069,0.6599876736312817,Faecalibacterium_cf_62236,1,7,Stool,0.5384615384615384,0.8,0.6910937642477164,0.6271486163260545,Stool
Capsule,2020-08-17,22:30:00,SRR18585073,0.6257608766915603,Faecalibacterium_cf_62236,1,7,Small intestine 3,0.5,0.7692307692307692,0.666242130150525,0.5878920474837223,Capsule 3
Stool,2020-08-18,00:00:00,SRR18585068,0.6780803205381202,Faecalibacterium_cf_62236,1,7,Stool,0.5833333333333334,0.7727272727272727,0.7010353461248737,0.6554800971318466,Stool
Stool,2020-08-17,00:00:00,SRR18585069,0.05625252619759637,Faecalibacterium_cf_62236,2,7,Stool,0.0,0.09090909090909093,0.07259524985813644,0.04135853584477237,Stool
Capsule,2020-08-17,22:30:00,SRR18585073,0.08464015190763967,Faecalibacterium_cf_62236,2,7,Small intestine 3,0.0,0.13333333333333333,0.11168583086843123,0.05770687379449495,Capsule 3
Stool,2020-08-18,00:00:00,SRR18585068,0.07171140496812607,Faecalibacterium_cf_62236,2,7,Stool,0.038461538461538464,0.10344827586206896,0.08161795478661929,0.06203141648147845,Stool
Stool,2020-08-16,00:00:00,SRR18585215,0.049496997516374784,Faecalibacterium_cf_62236,1,8,Stool,0.020408163265306117,0.07407407407407407,0.05738608492524201,0.041815182651940834,Stool
Stool,2020-08-17,00:00:00,SRR18585214,0.03869042956682238,Faecalibacterium_cf_62236,1,8,Stool,0.0,0.06666666666666668,0.0550183690425931,0.025542163134065227,Stool
Capsule,2020-08-17,22:00:00,SRR18585056,0.07376572757186638,Faecalibacterium_cf_62236,1,8,Small intestine 1,0.0,0.125,0.09359570634030308,0.053648433878866975,Capsule 1
Stool,2020-08-16,00:00:00,SRR18585215,0.9505030024836252,Faecalibacterium_cf_62236,2,8,Stool,0.925925925925926,0.979591836734694,0.9578732892457992,0.9420291062504932,Stool
Stool,2020-08-17,00:00:00,SRR18585214,0.9613095704331776,Faecalibacterium_cf_62236,2,8,Stool,0.9333333333333332,1.0,0.9746142610764709,0.9464280590067434,Stool
Capsule,2020-08-17,22:00:00,SRR18585056,0.9262342724281336,Faecalibacterium_cf_62236,2,8,Small intestine 1,0.875,1.0,0.9462419438211892,0.9070088790573893,Capsule 1
Stool,2020-08-22,00:00:00,SRR18585002,0.2027950479461676,Faecalibacterium_cf_62236,1,9,Stool,0.09090909090909093,0.2962962962962963,0.2278657230616489,0.1780337370872355,Stool
Stool,2020-08-23,00:00:00,SRR18585001,0.18761590931542907,Faecalibacterium_cf_62236,1,9,Stool,0.06666666666666668,0.2916666666666667,0.2204100856378149,0.16107881267524735,Stool
Stool,2020-08-24,00:00:00,SRR18584999,0.2097275406919766,Faecalibacterium_cf_62236,1,9,Stool,0.12903225806451613,0.2826086956521739,0.23067883955251306,0.18960920683273866,Stool
Stool,2020-08-24,00:00:00,SRR18585000,0.18122890922025886,Faecalibacterium_cf_62236,1,9,Stool,0.09090909090909093,0.25925925925925924,0.2046631703081827,0.15871693489858854,Stool
Stool,2020-08-25,00:00:00,SRR18584997,0.2229791223685986,Faecalibacterium_cf_62236,1,9,Stool,0.125,0.3076923076923077,0.2476405401870101,0.19961720010284315,Stool
Stool,2020-08-25,00:00:00,SRR18584998,0.2177377882977316,Faecalibacterium_cf_62236,1,9,Stool,0.13043478260869565,0.2962962962962963,0.24127328226110156,0.19588070406181654,Stool
Stool,2020-08-22,00:00:00,SRR18585002,0.5920762479713744,Faecalibacterium_cf_62236,2,9,Stool,0.4705882352941176,0.7142857142857143,0.6250309235963536,0.5597378773303019,Stool
Stool,2020-08-23,00:00:00,SRR18585001,0.5801914812309068,Faecalibacterium_cf_62236,2,9,Stool,0.4444444444444444,0.7142857142857143,0.6153814587061005,0.5442152008234377,Stool
Stool,2020-08-24,00:00:00,SRR18584999,0.591296672863424,Faecalibacterium_cf_62236,2,9,Stool,0.5116279069767442,0.6764705882352942,0.6153505864333971,0.5692426377074796,Stool
Stool,2020-08-24,00:00:00,SRR18585000,0.5739245391921249,Faecalibacterium_cf_62236,2,9,Stool,0.4666666666666667,0.6857142857142857,0.6028741287411598,0.5434995061958338,Stool
Stool,2020-08-25,00:00:00,SRR18584997,0.598925395600777,Faecalibacterium_cf_62236,2,9,Stool,0.5,0.7,0.6269017665562425,0.5695177867631119,Stool
Stool,2020-08-25,00:00:00,SRR18584998,0.5952289399116064,Faecalibacterium_cf_62236,2,9,Stool,0.5,0.6857142857142857,0.6192627124454845,0.5695708187363492,Stool
Stool,2020-08-22,00:00:00,SRR18585002,0.049594901158961424,Faecalibacterium_cf_62236,3,9,Stool,0.0,0.08108108108108109,0.06505185351267385,0.035503194574148536,Stool
Stool,2020-08-23,00:00:00,SRR18585001,0.054512944219923885,Faecalibacterium_cf_62236,3,9,Stool,0.0,0.08333333333333333,0.0727774061801376,0.03813398007389999,Stool
Stool,2020-08-24,00:00:00,SRR18584999,0.0445160770154527,Faecalibacterium_cf_62236,3,9,Stool,0.0,0.07142857142857142,0.05560532302388002,0.0347903407281719,Stool
Stool,2020-08-24,00:00:00,SRR18585000,0.04638295238053273,Faecalibacterium_cf_62236,3,9,Stool,0.0,0.07692307692307693,0.058763116814453537,0.0344522891688367,Stool
Stool,2020-08-25,00:00:00,SRR18584997,0.05490211345072343,Faecalibacterium_cf_62236,3,9,Stool,0.0,0.08695652173913042,0.0700876042277094,0.04062433042418672,Stool
Stool,2020-08-25,00:00:00,SRR18584998,0.06422818672792155,Faecalibacterium_cf_62236,3,9,Stool,0.0,0.1,0.07767848411757837,0.050901729543175886,Stool
Stool,2020-09-07,00:00:00,SRR18584976,0.07399681675336106,Faecalibacterium_cf_62236,1,12,Stool,0.0,0.12,0.0936926131080429,0.055014785643707854,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.07821409978573482,Faecalibacterium_cf_62236,1,12,Stool,0.0,0.13333333333333333,0.0972010339268036,0.059219183540419176,Stool
Stool,2020-09-12,00:00:00,SRR18584974,0.07232350504732504,Faecalibacterium_cf_62236,1,12,Stool,0.0,0.11538461538461542,0.08672105262736544,0.05849570927408755,Stool
Stool,2020-09-13,00:00:00,SRR18584972,0.07042808313891846,Faecalibacterium_cf_62236,1,12,Stool,0.0,0.1176470588235294,0.08568989407430781,0.05644115080108467,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.0925497218673544,Faecalibacterium_cf_62236,1,12,Stool,0.0,0.1428571428571429,0.10998789659544532,0.07598468740491192,Stool
Stool,2020-09-14,00:00:00,SRR18585272,0.07346832689875478,Faecalibacterium_cf_62236,1,12,Stool,0.0,0.11764705882352945,0.08944480800177725,0.05850406967595743,Stool
Stool,2020-09-07,00:00:00,SRR18584976,0.9260031832466388,Faecalibacterium_cf_62236,2,12,Stool,0.88,1.0,0.9453666841397244,0.9055528943332984,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.9217859002142652,Faecalibacterium_cf_62236,2,12,Stool,0.8666666666666667,1.0,0.9400032906286652,0.9038166541444056,Stool
Stool,2020-09-12,00:00:00,SRR18584974,0.9276764949526748,Faecalibacterium_cf_62236,2,12,Stool,0.8846153846153846,1.0,0.9410922864092004,0.9142595947186076,Stool
Stool,2020-09-13,00:00:00,SRR18584972,0.9295719168610814,Faecalibacterium_cf_62236,2,12,Stool,0.8823529411764706,1.0,0.9444196440094004,0.9138468356322522,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.9074502781326456,Faecalibacterium_cf_62236,2,12,Stool,0.8571428571428571,1.0,0.9249160583678624,0.8886961658041125,Stool
Stool,2020-09-14,00:00:00,SRR18585272,0.9265316731012452,Faecalibacterium_cf_62236,2,12,Stool,0.8823529411764706,1.0,0.940319998489706,0.9104410302974622,Stool
Stool,2020-09-24,00:00:00,SRR18585120,0.2477004402244323,Faecalibacterium_cf_62236,1,13,Stool,0.1428571428571429,0.33333333333333337,0.2742074049139666,0.22322471824399284,Stool
Stool,2020-09-25,00:00:00,SRR18585116,0.3665230459828421,Faecalibacterium_cf_62236,1,13,Stool,0.2352941176470589,0.4666666666666667,0.4011394615457913,0.3351202268788897,Stool
Stool,2020-09-25,00:00:00,SRR18585117,0.18195105810671053,Faecalibacterium_cf_62236,1,13,Stool,0.10810810810810813,0.25,0.2008708959737037,0.16385721165275124,Stool
Stool,2020-09-24,00:00:00,SRR18585120,0.6189686948747773,Faecalibacterium_cf_62236,2,13,Stool,0.5,0.75,0.6533146675432424,0.5859748096475925,Stool
Stool,2020-09-25,00:00:00,SRR18585116,0.11056116475756246,Faecalibacterium_cf_62236,2,13,Stool,0.0625,0.16666666666666666,0.12683084957507196,0.09392410789668568,Stool
Stool,2020-09-25,00:00:00,SRR18585117,0.6661521017896397,Faecalibacterium_cf_62236,2,13,Stool,0.5757575757575758,0.7586206896551724,0.6890129650069953,0.6454893548955682,Stool
Stool,2020-09-24,00:00:00,SRR18585120,0.03358871437161982,Faecalibacterium_cf_62236,3,13,Stool,0.0,0.058823529411764726,0.043091608236642286,0.02508038694152609,Stool
Stool,2020-09-25,00:00:00,SRR18585116,0.20440661216932607,Faecalibacterium_cf_62236,3,13,Stool,0.0769230769230769,0.3157894736842105,0.23692703951114055,0.17227506042100435,Stool
Stool,2020-09-25,00:00:00,SRR18585117,0.033480864355060945,Faecalibacterium_cf_62236,3,13,Stool,0.0,0.05139257294429711,0.04087608576360011,0.026784342114770248,Stool
Stool,2020-09-30,00:00:00,SRR18585256,0.29642744914288083,Faecalibacterium_cf_62236,1,14,Stool,0.2,0.4,0.3190855668399792,0.27507453454045283,Stool
Stool,2020-09-30,00:00:00,SRR18585256,0.7035725508571191,Faecalibacterium_cf_62236,2,14,Stool,0.6,0.8,0.7266658154480286,0.6827736659530892,Stool
Stool,2020-07-01,00:00:00,SRR18585165,0.09192725562460527,Faecalibacterium_prausnitzii_57453,1,3,Stool,0.0,0.16666666666666666,0.11454272423450793,0.07381217332644173,Stool
Stool,2020-07-01,00:00:00,SRR18585166,0.1024120076114969,Faecalibacterium_prausnitzii_57453,1,3,Stool,0.04761904761904767,0.15,0.11765425645537712,0.08918933649052131,Stool
Stool,2020-07-01,00:00:00,SRR18585165,0.6442375936196272,Faecalibacterium_prausnitzii_57453,2,3,Stool,0.5384615384615384,0.75,0.6741606534826501,0.6161162971463782,Stool
Stool,2020-07-01,00:00:00,SRR18585166,0.6328814071481593,Faecalibacterium_prausnitzii_57453,2,3,Stool,0.5675675675675675,0.7,0.6500222857072999,0.6153538548846995,Stool
Stool,2020-08-16,00:00:00,SRR18585215,0.3156248531476244,Faecalibacterium_prausnitzii_57453,1,8,Stool,0.2142857142857143,0.4117647058823529,0.33907240983668024,0.2928038748305015,Stool
Stool,2020-08-16,00:00:00,SRR18585215,0.6843751468523755,Faecalibacterium_prausnitzii_57453,2,8,Stool,0.5882352941176471,0.7857142857142857,0.7080809936769932,0.6613640766452491,Stool
Stool,2020-08-29,00:00:00,SRR18585047,0.9934688521935029,Faecalibacterium_prausnitzii_57453,1,10,Stool,0.9891304347826086,1.0,0.9952382215010044,0.9916679582068116,Stool
Stool,2020-08-29,00:00:00,SRR18585048,0.9828839399782529,Faecalibacterium_prausnitzii_57453,1,10,Stool,0.9748743718592964,0.9940476190476192,0.9855815113371176,0.9799070487626949,Stool
Stool,2020-08-30,00:00:00,SRR18585045,0.9864864102964418,Faecalibacterium_prausnitzii_57453,1,10,Stool,0.9787234042553192,1.0,0.9909730498365852,0.981386413326416,Stool
Stool,2020-08-30,00:00:00,SRR18585046,0.9834468296100604,Faecalibacterium_prausnitzii_57453,1,10,Stool,0.9736842105263158,1.0,0.9888910745641482,0.9773312982998612,Stool
Capsule,2020-08-30,22:30:00,SRR18584993,0.9904043298343244,Faecalibacterium_prausnitzii_57453,1,10,Small intestine 1,1.0,1.0,0.9984251748251748,0.9798017931012692,Capsule 1
Stool,2020-08-31,00:00:00,SRR18585044,0.8216842937652353,Faecalibacterium_prausnitzii_57453,1,10,Stool,0.7634408602150538,0.8831168831168831,0.8361650557980451,0.8063277918598666,Stool
Stool,2020-08-29,00:00:00,SRR18585047,0.006531147806497025,Faecalibacterium_prausnitzii_57453,2,10,Stool,0.0,0.010869565217391351,0.008439028121137483,0.004799691913277338,Stool
Stool,2020-08-29,00:00:00,SRR18585048,0.01711606002174706,Faecalibacterium_prausnitzii_57453,2,10,Stool,0.005952380952380931,0.025125628140703515,0.019844302318915936,0.014236998314177934,Stool
Stool,2020-08-30,00:00:00,SRR18585045,0.0135135897035582,Faecalibacterium_prausnitzii_57453,2,10,Stool,0.0,0.021276595744680882,0.01815688084984149,0.009100235153158118,Stool
Stool,2020-08-30,00:00:00,SRR18585046,0.016553170389939562,Faecalibacterium_prausnitzii_57453,2,10,Stool,0.0,0.02631578947368418,0.022923946491564463,0.011161861606096715,Stool
Capsule,2020-08-30,22:30:00,SRR18584993,0.009595670165675429,Faecalibacterium_prausnitzii_57453,2,10,Small intestine 1,0.0,0.0,0.02053647043745728,0.0015384615384615385,Capsule 1
Stool,2020-08-31,00:00:00,SRR18585044,0.17831570623476464,Faecalibacterium_prausnitzii_57453,2,10,Stool,0.11688311688311692,0.23655913978494625,0.19274537351202284,0.16401224986414326,Stool
Stool,2020-09-13,00:00:00,SRR18585188,0.13458452321326125,Faecalibacterium_prausnitzii_57453,1,11,Stool,0.0,0.21428571428571427,0.16192201373832568,0.10838075207493746,Stool
Stool,2020-09-14,00:00:00,SRR18585186,0.14993565513016066,Faecalibacterium_prausnitzii_57453,1,11,Stool,0.07142857142857142,0.21739130434782608,0.17037979135904055,0.13006387509500625,Stool
Stool,2020-09-15,00:00:00,SRR18585185,0.12142506270140145,Faecalibacterium_prausnitzii_57453,1,11,Stool,0.05263157894736842,0.18518518518518526,0.1408388789168788,0.1030492210382146,Stool
Stool,2020-09-13,00:00:00,SRR18585188,0.8654154767867388,Faecalibacterium_prausnitzii_57453,2,11,Stool,0.7857142857142857,1.0,0.8918503450345776,0.8380545756454006,Stool
Stool,2020-09-14,00:00:00,SRR18585186,0.8500643448698395,Faecalibacterium_prausnitzii_57453,2,11,Stool,0.7826086956521741,0.9285714285714286,0.8690586541152877,0.8309988571488623,Stool
Stool,2020-09-15,00:00:00,SRR18585185,0.8785749372985986,Faecalibacterium_prausnitzii_57453,2,11,Stool,0.8148148148148148,0.9473684210526316,0.8966201815018944,0.8590364465116365,Stool
Stool,2020-09-07,00:00:00,SRR18584976,0.014219875480974873,Faecalibacterium_prausnitzii_57453,1,12,Stool,0.0,0.022727272727272728,0.018782481744140045,0.010513349013284821,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.011014971614584193,Faecalibacterium_prausnitzii_57453,1,12,Stool,0.0,0.017391304347826087,0.014457578273027209,0.007813660401934009,Stool
Stool,2020-09-12,00:00:00,SRR18584974,0.014225656197159259,Faecalibacterium_prausnitzii_57453,1,12,Stool,0.0,0.02225325884543764,0.01768820772983525,0.010754571344424023,Stool
Stool,2020-09-13,00:00:00,SRR18584972,0.008479841096072496,Faecalibacterium_prausnitzii_57453,1,12,Stool,0.0,0.012987012987012988,0.011368637621533471,0.005825877364824413,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.007499817161042619,Faecalibacterium_prausnitzii_57453,1,12,Stool,0.0,0.011363636363636364,0.010114267135659105,0.005281730550009577,Stool
Stool,2020-09-14,00:00:00,SRR18585272,0.015235381142333103,Faecalibacterium_prausnitzii_57453,1,12,Stool,0.0,0.023809523809523808,0.018773842595747783,0.011790423743254,Stool
Capsule,2020-09-14,06:30:00,SRR18584979,0.0034401177559158073,Faecalibacterium_prausnitzii_57453,1,12,Ascending colon,0.0,0.0,0.01027598039215686,0.0,Capsule 4
Stool,2020-09-07,00:00:00,SRR18584976,0.9857801245190252,Faecalibacterium_prausnitzii_57453,2,12,Stool,0.9772727272727272,1.0,0.9896098826429734,0.9812501695144836,Stool
Stool,2020-09-11,00:00:00,SRR18584975,0.9889850283854158,Faecalibacterium_prausnitzii_57453,2,12,Stool,0.982608695652174,1.0,0.992065967714402,0.986022149529024,Stool
Stool,2020-09-12,00:00:00,SRR18584974,0.9857743438028408,Faecalibacterium_prausnitzii_57453,2,12,Stool,0.9777467411545624,1.0,0.9888915631270752,0.9821456870516078,Stool
Stool,2020-09-13,00:00:00,SRR18584972,0.9915201589039276,Faecalibacterium_prausnitzii_57453,2,12,Stool,0.987012987012987,1.0,0.9940061686273052,0.9886195526602783,Stool
Stool,2020-09-13,00:00:00,SRR18585273,0.9925001828389576,Faecalibacterium_prausnitzii_57453,2,12,Stool,0.9886363636363636,1.0,0.9947879550542436,0.9897404091560092,Stool
