species,strain,subject,sample_type,sample_type_number,tissue,date,time,timepoint,sample,freq,quantile_25,quantile_75,upper_ci,lower_ci
Anaerostipes_hadrus_55206,1,11,Capsule,Capsule 4,Ascending colon,2020-09-16,04:15:00,5,SRR18585193,0.10784518751997901,0.0,0.18181818181818185,0.13441540468614516,0.0819648235504251
Anaerostipes_hadrus_55206,2,11,Capsule,Capsule 4,Ascending colon,2020-09-16,04:15:00,5,SRR18585193,0.8921548124800212,0.8181818181818181,1.0,0.9173094626812488,0.8645482981913539
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 3,Small intestine 3,2020-06-25,21:00:00,1,SRR18585042,0.8310768643997746,0.75,0.9285714285714286,0.8574241883625826,0.8020729918141826
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 3,Small intestine 3,2020-06-25,21:00:00,1,SRR18585042,0.16892313560022534,0.0714285714285714,0.25,0.1976053265779049,0.14156300018804013
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 1,Small intestine 1,2020-06-27,06:55:00,2,SRR18585099,0.8961545750246935,0.8613861386138614,0.9375,0.90739130751396,0.8848098143917396
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 1,Small intestine 1,2020-06-27,06:55:00,2,SRR18585099,0.10384542497530648,0.0625,0.13861386138613865,0.1154605447698258,0.09225074807817156
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-06-27,06:55:00,2,SRR18585086,0.7894101721940576,0.7058823529411765,0.8888888888888888,0.8131897265616445,0.7633509261453847
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-06-27,06:55:00,2,SRR18585086,0.2105898278059424,0.11111111111111116,0.2941176470588235,0.235355448905368,0.18459871049050644
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-06-28,06:30:00,3,SRR18585141,0.7470868361362492,0.625,0.9,0.7840114895860748,0.7115335960769817
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-06-28,06:30:00,3,SRR18585141,0.2529131638637509,0.09999999999999998,0.375,0.2922302835803505,0.21614599257950048
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 1,Small intestine 1,2020-06-29,06:30:00,4,SRR18585217,0.7872038636820898,0.6666666666666667,0.9375,0.822895100016578,0.7492948182944507
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 1,Small intestine 1,2020-06-29,06:30:00,4,SRR18585217,0.21279613631791006,0.0625,0.3333333333333333,0.2521441979730796,0.17549421305145999
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 3,Small intestine 3,2020-06-30,06:30:00,5,SRR18584992,0.98509492253472,0.9767441860465116,1.0,0.9899782276479999,0.9798840767151396
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 3,Small intestine 3,2020-06-30,06:30:00,5,SRR18584992,0.014905077465279862,0.0,0.023255813953488413,0.02003355791941129,0.010378948721005126
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 3,Small intestine 3,2020-06-30,06:30:00,5,SRR18585003,0.8302874532196343,0.7272727272727273,1.0,0.8606358328730522,0.7983791233303515
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 3,Small intestine 3,2020-06-30,06:30:00,5,SRR18585003,0.16971254678036565,0.0,0.2727272727272727,0.2023633136885997,0.13914289135367516
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-07-01,06:30:00,6,SRR18585041,0.7921376180329409,0.6875,0.9285714285714286,0.8233758324799985,0.7603806515341383
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-07-01,06:30:00,6,SRR18585041,0.20786238196705886,0.0714285714285714,0.3125,0.24289836051083236,0.17659236155342342
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-07-01,06:30:00,6,SRR18585176,0.95806763853585,0.9285714285714286,1.0,0.9722985596672418,0.9424279182092046
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-07-01,06:30:00,6,SRR18585176,0.04193236146414992,0.0,0.0714285714285714,0.0588313516699159,0.027344551060824285
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-07-01,06:30:00,6,SRR18585198,0.8419587035161847,0.7307692307692307,1.0,0.8743725951683821,0.8101582041260752
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-07-01,06:30:00,6,SRR18585198,0.15804129648381526,0.0,0.2692307692307693,0.1949294982698797,0.12826336248741946
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-07-02,07:30:00,7,SRR18584973,0.107356899170205,0.0,0.16666666666666666,0.12816138418164708,0.0860833564173826
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-07-02,07:30:00,7,SRR18584973,0.892643100829795,0.8333333333333334,1.0,0.9135232541365648,0.872923614307183
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-07-02,07:30:00,7,SRR18585119,0.07350603138793432,0.0,0.125,0.09466889154068064,0.05615236245704724
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-07-02,07:30:00,7,SRR18585119,0.9264939686120656,0.875,1.0,0.9438831530507766,0.9085856122796504
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-07-02,07:30:00,7,SRR18585264,0.21276067489298425,0.0,0.33333333333333337,0.25609986421914976,0.1716282118777765
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-07-02,07:30:00,7,SRR18585264,0.7872393251070158,0.6666666666666666,1.0,0.8246935796337306,0.7416680174454457
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 3,Small intestine 3,2020-08-12,06:55:00,8,SRR18585092,0.8339228055873332,0.75,0.9583333333333334,0.8640382809082975,0.8038994463040947
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 3,Small intestine 3,2020-08-12,06:55:00,8,SRR18585092,0.1660771944126667,0.04166666666666663,0.25,0.1975529361160493,0.1360004661052185
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 3,Small intestine 3,2020-08-12,06:55:00,8,SRR18585094,0.8443342513436779,0.75,1.0,0.8749443121972964,0.8084404776327007
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 3,Small intestine 3,2020-08-12,06:55:00,8,SRR18585094,0.15566574865632204,0.0,0.25,0.18914189755922428,0.12416639200260522
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 3,Small intestine 3,2020-08-12,06:55:00,8,SRR18585095,0.7411537438737893,0.631578947368421,0.875,0.771872184563317,0.7043238512063416
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 3,Small intestine 3,2020-08-12,06:55:00,8,SRR18585095,0.2588462561262108,0.125,0.368421052631579,0.2931761165008395,0.22314579395030967
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-08-14,06:50:00,9,SRR18585088,0.39698929473068345,0.33333333333333337,0.4556962025316456,0.41428502491939057,0.3792513739388389
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-08-14,06:50:00,9,SRR18585088,0.6030107052693164,0.5443037974683544,0.6666666666666666,0.6211592550738009,0.5868001669663891
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-08-14,06:50:00,9,SRR18585089,0.6684797819525163,0.6111111111111112,0.7304451166810717,0.6842216857179296,0.6508194538054521
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-08-14,06:50:00,9,SRR18585089,0.3315202180474838,0.2695548833189283,0.3888888888888888,0.35021266907569626,0.3142130485819145
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 4,Ascending colon,2020-08-14,06:50:00,9,SRR18585090,0.2922286444877703,0.2,0.375,0.3177846875749298,0.2674768915837526
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 4,Ascending colon,2020-08-14,06:50:00,9,SRR18585090,0.7077713555122297,0.625,0.8,0.7323971329320295,0.6818151850820867
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-08-14,23:30:00,10,SRR18585083,0.572304872461331,0.4777667984189724,0.6666666666666667,0.5987907427126521,0.5459843294285347
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-08-14,23:30:00,10,SRR18585083,0.42769512753866895,0.3333333333333333,0.5222332015810276,0.4568747707976926,0.4002445531049188
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-08-14,23:30:00,10,SRR18585084,0.4744860446776029,0.4148936170212766,0.5333333333333333,0.491413622851279,0.4571735004247859
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-08-14,23:30:00,10,SRR18585084,0.5255139553223971,0.4666666666666667,0.5851063829787234,0.5421014483035536,0.5064825886184544
Bacteroides_ovatus_58035,1,1,Capsule,Capsule 2,Small intestine 2,2020-08-14,23:30:00,10,SRR18585085,0.6408983627023158,0.5,0.8,0.6823192450630429,0.5991823863795082
Bacteroides_ovatus_58035,2,1,Capsule,Capsule 2,Small intestine 2,2020-08-14,23:30:00,10,SRR18585085,0.3591016372976841,0.2,0.5,0.4024380536480521,0.32104822404765376
Bacteroides_ovatus_58035,1,9,Capsule,Capsule 3,Small intestine 3,2020-08-24,07:40:00,1,SRR18585204,0.5079444556227798,0.375,0.6363636363636364,0.538394939161825,0.4746307419666829
Bacteroides_ovatus_58035,2,9,Capsule,Capsule 3,Small intestine 3,2020-08-24,07:40:00,1,SRR18585204,0.4920555443772202,0.3636363636363637,0.625,0.5265201682123364,0.4577596529903398
Bacteroides_ovatus_58035,1,9,Capsule,Capsule 4,Ascending colon,2020-08-24,07:40:00,1,SRR18585203,0.2984571072675525,0.2272727272727273,0.3666666666666667,0.3157069946490165,0.2802435727589948
Bacteroides_ovatus_58035,2,9,Capsule,Capsule 4,Ascending colon,2020-08-24,07:40:00,1,SRR18585203,0.7015428927324475,0.6333333333333333,0.7727272727272727,0.7189292926067742,0.6822013017197435
Bacteroides_ovatus_58035,1,9,Capsule,Capsule 4,Ascending colon,2020-08-25,07:00:00,2,SRR18585004,0.19259332336282747,0.08333333333333333,0.2857142857142857,0.2194058444656816,0.16563788314879865
Bacteroides_ovatus_58035,2,9,Capsule,Capsule 4,Ascending colon,2020-08-25,07:00:00,2,SRR18585004,0.8074066766371725,0.7142857142857143,0.9166666666666666,0.8331889148448536,0.7793027320081196
Bacteroides_thetaiotaomicron_56941,1,9,Capsule,Capsule 3,Small intestine 3,2020-08-24,07:40:00,1,SRR18585204,0.4781818879679637,0.41025641025641024,0.5471698113207547,0.4974075504067444,0.4603880320027826
Bacteroides_thetaiotaomicron_56941,2,9,Capsule,Capsule 3,Small intestine 3,2020-08-24,07:40:00,1,SRR18585204,0.5218181120320362,0.4528301886792453,0.5897435897435898,0.5403654405277584,0.5047780912819462
Bacteroides_thetaiotaomicron_56941,1,9,Capsule,Capsule 2,Small intestine 2,2020-08-25,00:30:00,2,SRR18585210,0.5813571488688201,0.4545454545454546,0.7142857142857143,0.6163369921755444,0.5487197652843823
Bacteroides_thetaiotaomicron_56941,2,9,Capsule,Capsule 2,Small intestine 2,2020-08-25,00:30:00,2,SRR18585210,0.41864285113118,0.2857142857142857,0.5454545454545454,0.4535297479231481,0.3862674107430112
Bacteroides_thetaiotaomicron_56941,1,9,Capsule,Capsule 3,Small intestine 3,2020-08-25,07:00:00,3,SRR18585005,0.982929555421296,1.0,1.0,0.9928038156288156,0.97086158800392
Bacteroides_thetaiotaomicron_56941,2,9,Capsule,Capsule 3,Small intestine 3,2020-08-25,07:00:00,3,SRR18585005,0.017070444578703815,0.0,0.0,0.0297470856065645,0.006526984637094932
Bacteroides_thetaiotaomicron_56941,1,9,Capsule,Capsule 4,Ascending colon,2020-08-25,07:00:00,3,SRR18585004,0.21559874009119812,0.15555555555555556,0.2698412698412698,0.2311388249782835,0.2004567215124574
Bacteroides_thetaiotaomicron_56941,2,9,Capsule,Capsule 4,Ascending colon,2020-08-25,07:00:00,3,SRR18585004,0.7844012599088019,0.7301587301587302,0.8444444444444444,0.8000954206009618,0.7694783117186007
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 1,Small intestine 1,2020-06-24,17:40:00,1,SRR18585030,0.052690767500290295,0.0,0.08333333333333333,0.07246287120074515,0.034612328084954784
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 1,Small intestine 1,2020-06-24,17:40:00,1,SRR18585030,0.9473092324997096,0.9166666666666666,1.0,0.9637885646636756,0.9273421614347857
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 3,Small intestine 3,2020-06-25,21:00:00,2,SRR18585028,0.07595598708963654,0.06358561688264887,0.08745247148288972,0.07935306019058304,0.07246877881635493
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 3,Small intestine 3,2020-06-25,21:00:00,2,SRR18585028,0.9240440129103636,0.9125475285171104,0.9364143831173511,0.92752741659757,0.9205946336307684
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 4,Ascending colon,2020-06-25,21:00:00,2,SRR18585026,0.06187828593389552,0.047619047619047616,0.07464676616915422,0.06577767851261182,0.058452771518035976
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 4,Ascending colon,2020-06-25,21:00:00,2,SRR18585026,0.9381217140661045,0.9253532338308458,0.9523809523809524,0.9417142209615728,0.9343282556969364
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 2,Small intestine 2,2020-06-26,21:00:00,3,SRR18585029,0.2699742248017945,0.251419111960818,0.2889390519187359,0.2754900727834252,0.26496039464775245
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 2,Small intestine 2,2020-06-26,21:00:00,3,SRR18585029,0.7300257751982054,0.7110609480812642,0.748580888039182,0.7352646224152597,0.7245387733518458
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 1,Small intestine 1,2020-06-27,06:55:00,4,SRR18585025,0.039970072458543116,0.024154589371980683,0.05338078291814947,0.04415940111810216,0.03573035516201061
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 1,Small intestine 1,2020-06-27,06:55:00,4,SRR18585025,0.9600299275414568,0.9466192170818504,0.9758454106280192,0.9641069772453241,0.9557917502240502
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 2,Small intestine 2,2020-06-27,06:55:00,4,SRR18585024,0.0275901630749719,0.0,0.043478260869565216,0.03681740080808206,0.0194752780042274
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 2,Small intestine 2,2020-06-27,06:55:00,4,SRR18585024,0.972409836925028,0.9565217391304348,1.0,0.9808109828086296,0.9638630743104388
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 3,Small intestine 3,2020-06-27,06:55:00,4,SRR18585023,0.028327620710323617,0.018090778350696272,0.036827195467422094,0.03130650262052,0.025456377826844047
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 3,Small intestine 3,2020-06-27,06:55:00,4,SRR18585023,0.9716723792896764,0.963172804532578,0.9819092216493036,0.9743462716949676,0.9689051558050348
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 4,Ascending colon,2020-06-27,06:55:00,4,SRR18585022,0.01757344791689339,0.005813953488372093,0.026178010471204192,0.020517076348614213,0.01467619230777786
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 4,Ascending colon,2020-06-27,06:55:00,4,SRR18585022,0.9824265520831066,0.9738219895287958,0.994186046511628,0.9852589815356392,0.9793699915083178
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 1,Small intestine 1,2020-06-30,21:30:00,5,SRR18585021,0.0156275957326846,0.010293487034608013,0.020147673485204968,0.01703965817813434,0.014244351904310282
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 1,Small intestine 1,2020-06-30,21:30:00,5,SRR18585021,0.9843724042673152,0.9798523265147949,0.989706512965392,0.9857653164522154,0.9828205403492832
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 3,Small intestine 3,2020-06-30,21:30:00,5,SRR18585020,0.037118049459948683,0.026759921555224636,0.04591836734693878,0.0401925344913202,0.03433599250275938
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 3,Small intestine 3,2020-06-30,21:30:00,5,SRR18585020,0.9628819505400512,0.9540816326530612,0.9732400784447754,0.9656700402383191,0.9601248497433826
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 4,Ascending colon,2020-06-30,21:30:00,5,SRR18585019,0.005259158682655814,0.0,0.00851063829787234,0.00668106376165544,0.003846039470748953
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 4,Ascending colon,2020-06-30,21:30:00,5,SRR18585019,0.9947408413173442,0.9914893617021276,1.0,0.9960967158695251,0.9933578658837142
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 1,Small intestine 1,2020-07-01,06:30:00,6,SRR18585018,0.059779856091043825,0.01694915254237288,0.09090909090909093,0.07058770858598326,0.049282936388631
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 1,Small intestine 1,2020-07-01,06:30:00,6,SRR18585018,0.9402201439089559,0.9090909090909092,0.9830508474576272,0.9504535981465698,0.9283230810973672
Bacteroides_vulgatus_57955,1,2,Capsule,Capsule 3,Small intestine 3,2020-07-02,06:30:00,7,SRR18585017,0.030990886036533206,0.0,0.05,0.03913038811686242,0.02298069094414437
Bacteroides_vulgatus_57955,2,2,Capsule,Capsule 3,Small intestine 3,2020-07-02,06:30:00,7,SRR18585017,0.9690091139634668,0.95,1.0,0.9771428916438649,0.9600688301894033
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 2,Small intestine 2,2020-08-16,01:00:00,1,SRR18585065,0.03419572634836583,0.017241379310344827,0.047619047619047616,0.03867941461819637,0.029776198476962595
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 2,Small intestine 2,2020-08-16,01:00:00,1,SRR18585065,0.9658042736516342,0.9523809523809524,0.9827586206896552,0.9703753207894312,0.9611911030711836
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 1,Small intestine 1,2020-08-16,22:12:00,2,SRR18585064,0.025983723705214,0.0,0.0,0.0382866153369316,0.015225476086452815
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 1,Small intestine 1,2020-08-16,22:12:00,2,SRR18585064,0.9740162762947859,1.0,1.0,0.9856026675311274,0.9605097338568748
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 1,Small intestine 1,2020-08-17,22:00:00,3,SRR18585056,0.08126357904641772,0.027777777777777776,0.12,0.09483630022621847,0.06759644212316475
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 1,Small intestine 1,2020-08-17,22:00:00,3,SRR18585056,0.9187364209535824,0.88,0.9722222222222222,0.9319553203598238,0.904351989022948
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 3,Small intestine 3,2020-08-17,22:00:00,3,SRR18585222,0.013921922825314934,0.0,0.0,0.026441264927023443,0.0033716450216450225
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 3,Small intestine 3,2020-08-17,22:00:00,3,SRR18585222,0.986078077174685,1.0,1.0,0.9966544486215541,0.9737188335840716
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 3,Small intestine 3,2020-08-17,22:12:00,4,SRR18585062,0.0204394248655263,0.013636363636363636,0.026159334126040427,0.022272000833956144,0.01870654239523349
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 3,Small intestine 3,2020-08-17,22:12:00,4,SRR18585062,0.9795605751344736,0.9738406658739596,0.9863636363636364,0.9814120811766616,0.9777141606269292
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 1,Small intestine 1,2020-08-18,05:00:00,5,SRR18585061,0.0004414105065927836,0.0,0.0,0.0006450705408749625,0.0002585606659333867
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 1,Small intestine 1,2020-08-18,05:00:00,5,SRR18585061,0.9995585894934071,1.0,1.0,0.9997477253454418,0.9993091736373816
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 2,Small intestine 2,2020-08-18,05:00:00,5,SRR18585059,0.00017512731040518,0.0,0.0,0.0003728534228394074,4.112613058691489e-05
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 2,Small intestine 2,2020-08-18,05:00:00,5,SRR18585059,0.999824872689595,1.0,1.0,0.9999556167351612,0.9996421912417288
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 3,Small intestine 3,2020-08-18,05:00:00,5,SRR18585058,0.00012900700500143546,0.0,0.0,0.00022334168536073266,5.543656200197661e-05
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 3,Small intestine 3,2020-08-18,05:00:00,5,SRR18585058,0.9998709929949984,1.0,1.0,0.9999472101369276,0.9997707205155564
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 4,Ascending colon,2020-08-18,05:00:00,5,SRR18585057,0.02715968247391777,0.019975031210986267,0.033551599407304095,0.029143940756453064,0.0252369552675134
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 4,Ascending colon,2020-08-18,05:00:00,5,SRR18585057,0.9728403175260822,0.966448400592696,0.9800249687890136,0.9747569903703976,0.9709006901339632
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 4,Ascending colon,2020-08-18,22:00:00,6,SRR18585221,0.0039238678377654,0.001226993865030675,0.005827505827505828,0.0046521662218518105,0.0032442480246345816
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 4,Ascending colon,2020-08-18,22:00:00,6,SRR18585221,0.9960761321622348,0.9941724941724942,0.9987730061349692,0.9967229994562774,0.9954006925708906
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 1,Small intestine 1,2020-08-19,05:15:00,7,SRR18585220,0.003381849443322475,0.0,0.005442176870748299,0.0042818878817081005,0.002523649150095891
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 1,Small intestine 1,2020-08-19,05:15:00,7,SRR18585220,0.9966181505566776,0.9945578231292516,1.0,0.997456929497086,0.9957341291652284
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 2,Small intestine 2,2020-08-19,05:15:00,7,SRR18585219,0.0001165255999315114,0.0,0.0,0.0003038196021776997,0.0
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 2,Small intestine 2,2020-08-19,05:15:00,7,SRR18585219,0.9998834744000684,1.0,1.0,1.0,0.9997182691746068
Bacteroides_vulgatus_57955,1,8,Capsule,Capsule 3,Small intestine 3,2020-08-19,05:15:00,7,SRR18585218,0.0003044000664822365,0.0,0.0,0.0009623383395911555,0.0
Bacteroides_vulgatus_57955,2,8,Capsule,Capsule 3,Small intestine 3,2020-08-19,05:15:00,7,SRR18585218,0.9996955999335178,1.0,1.0,1.0,0.9989713144071898
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 1,Small intestine 1,2020-09-13,23:45:00,1,SRR18585043,0.19047635838660387,0.1702127659574468,0.21030782400985698,0.19662461431677275,0.1845012226960227
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 1,Small intestine 1,2020-09-13,23:45:00,1,SRR18585043,0.8095236416133962,0.789692175990143,0.8297872340425532,0.8154391150886542,0.8039009311431085
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 3,Small intestine 3,2020-09-13,23:45:00,1,SRR18585039,0.36829244013045376,0.3023255813953488,0.43478260869565216,0.3856656296062587,0.3521719154539304
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 3,Small intestine 3,2020-09-13,23:45:00,1,SRR18585039,0.6317075598695462,0.5652173913043479,0.6976744186046512,0.6497879127793295,0.6126334071360807
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 4,Ascending colon,2020-09-13,23:45:00,1,SRR18585038,0.05363846705434292,0.019607843137254943,0.07621065375302664,0.06268987709093513,0.04598647082100876
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 4,Ascending colon,2020-09-13,23:45:00,1,SRR18585038,0.9463615329456572,0.9237893462469734,0.9803921568627452,0.9547750596688712,0.9380459460817144
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 1,Small intestine 1,2020-09-14,06:45:00,2,SRR18585037,0.00401794481905704,0.0020270270270270623,0.005604483586869495,0.004582029251323976,0.003519045392004672
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 1,Small intestine 1,2020-09-14,06:45:00,2,SRR18585037,0.9959820551809428,0.9943955164131304,0.9979729729729728,0.99649929813626,0.9954387727102856
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 2,Small intestine 2,2020-09-14,06:45:00,2,SRR18585036,0.06493594250153496,0.05547226386806597,0.07345225603357819,0.06767751069876418,0.06234570331493339
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 2,Small intestine 2,2020-09-14,06:45:00,2,SRR18585036,0.935064057498465,0.9265477439664218,0.944527736131934,0.9375813419885596,0.9322472411535851
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 1,Small intestine 1,2020-09-14,19:30:00,3,SRR18585033,0.2626464059774661,0.17500000000000004,0.34375,0.28603224343458644,0.2389811066704264
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 1,Small intestine 1,2020-09-14,19:30:00,3,SRR18585033,0.7373535940225339,0.65625,0.825,0.7610469598253284,0.7137222996007172
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 2,Small intestine 2,2020-09-14,19:30:00,3,SRR18585032,0.03051290266591827,0.0,0.046875,0.037144509636621165,0.024129194204477875
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 2,Small intestine 2,2020-09-14,19:30:00,3,SRR18585032,0.9694870973340816,0.953125,1.0,0.9759601186179948,0.9616733384627992
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 3,Small intestine 3,2020-09-14,19:30:00,3,SRR18585199,0.0037886566498309673,0.0,0.0,0.006632549751040996,0.0012725425417904552
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 3,Small intestine 3,2020-09-14,19:30:00,3,SRR18585199,0.996211343350169,1.0,1.0,0.9984516557119296,0.992709954040245
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 4,Ascending colon,2020-09-14,19:30:00,3,SRR18585197,0.003387870231716961,0.0,0.0,0.006372780244834211,0.0009357095118850746
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 4,Ascending colon,2020-09-14,19:30:00,3,SRR18585197,0.9966121297682828,1.0,1.0,0.9988893597446458,0.9933525565643536
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 1,Small intestine 1,2020-09-15,04:15:00,4,SRR18585196,0.1211085036423295,0.0892857142857143,0.1497326203208556,0.12992631006692576,0.11240613894967813
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 1,Small intestine 1,2020-09-15,04:15:00,4,SRR18585196,0.8788914963576705,0.8502673796791445,0.9107142857142856,0.8878874339507471,0.8701550573560168
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 2,Small intestine 2,2020-09-15,04:15:00,4,SRR18585195,0.033658631137938995,0.0,0.05555555555555555,0.04290957310965944,0.025483360852337145
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 2,Small intestine 2,2020-09-15,04:15:00,4,SRR18585195,0.9663413688620608,0.9444444444444444,1.0,0.97388368858328,0.9573954483916509
Bacteroides_vulgatus_57955,1,11,Capsule,Capsule 3,Small intestine 3,2020-09-15,06:45:00,5,SRR18585035,0.2322069959909978,0.20853858784893267,0.2554945054945055,0.2388839951002988,0.2257268475773936
Bacteroides_vulgatus_57955,2,11,Capsule,Capsule 3,Small intestine 3,2020-09-15,06:45:00,5,SRR18585035,0.7677930040090023,0.7445054945054945,0.7914614121510674,0.7745683966136325,0.761267372510441
